"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Refinery";NA;15;0
"Building";"Barracks";NA;16;0
"Unit";"Reaper";"Barracks";19;1
"Building";"CommandCenter";NA;20;0
"Building";"Factory";NA;20;0
"Building";"BarracksReactor";NA;21;0
"Building";"Refinery";NA;22;0
"Unit";"Marine";"Barracks";24;1
"Unit";"Marine";"Barracks";25;1
"Building";"Starport";NA;26;0
"Unit";"Marine";"Barracks";28;1
"Unit";"Marine";"Barracks";29;1
"Unit";"Medivac";"Starport";31;2
"Unit";"Marine";"Barracks";33;1
"Unit";"Marine";"Barracks";34;1
"Unit";"Marine";"Barracks";39;1
"Unit";"Marine";"Barracks";40;1
"Unit";"Medivac";"Starport";41;2
"Unit";"Marine";"Barracks";45;1
"Building";"EngineeringBay";NA;46;0
"Unit";"Marine";"Barracks";47;1
"Unit";"Marine";"Barracks";49;1
"Unit";"Marine";"Barracks";52;1
"Unit";"Liberator";"Starport";53;3
"Unit";"Marine";"Barracks";56;1
"Building";"MissileTurret";NA;57;0
"Unit";"Marine";"Barracks";59;1
"Unit";"Marine";"Barracks";62;1
"Building";"FactoryTechLab";NA;65;0
"Building";"Barracks";NA;65;0
"Building";"Barracks";NA;65;0
"Building";"Bunker";NA;67;0
"Building";"MissileTurret";NA;67;0
"Building";"BarracksTechLab";NA;67;0
"Building";"StarportReactor";NA;67;0
"Building";"Refinery";NA;69;0
"Building";"Refinery";NA;69;0
"Unit";"Marine";"Barracks";71;1
"Upgrade";"TerranInfantryWeaponsLevel1";"EngineeringBay";72;0
"Building";"Barracks";NA;72;0
"Building";"Barracks";NA;72;0
"Building";"StarportReactor";NA;72;0
"Unit";"Marine";"Barracks";74;1
"Unit";"Marine";"Barracks";75;1
"Unit";"Marine";"Barracks";76;1
"Unit";"Marine";"Barracks";77;1
"Unit";"Marine";"Barracks";78;1
"Upgrade";"Stimpack";"TechLab";79;0
"Unit";"Marine";"Barracks";79;1
"Unit";"Marine";"Barracks";80;1
"Unit";"Marine";"Barracks";81;1
"Unit";"Marine";"Barracks";82;1
"Unit";"Marine";"Barracks";83;1
"Unit";"Medivac";"Starport";84;2
"Unit";"Medivac";"Starport";86;2
"Building";"BarracksTechLab";NA;88;0
"Unit";"Marine";"Barracks";88;1
"Building";"BarracksReactor";NA;89;0
"Unit";"Marine";"Barracks";89;1
"Unit";"Marine";"Barracks";90;1
"Unit";"Marine";"Barracks";91;1
"Unit";"Marauder";"Barracks";92;2
"Unit";"Marine";"Barracks";94;1
"Unit";"Marine";"Barracks";95;1
"Unit";"Marauder";"Barracks";96;2
"Unit";"Marine";"Barracks";98;1
"Unit";"Marauder";"Barracks";99;2
"Unit";"Marine";"Barracks";101;1
"Unit";"Marine";"Barracks";102;1
"Unit";"Marine";"Barracks";103;1
"Unit";"Marine";"Barracks";104;1
"Unit";"Marine";"Barracks";105;1
"Unit";"Marine";"Barracks";106;1
"Unit";"Marauder";"Barracks";107;2
"Unit";"Medivac";"Starport";109;2
"Unit";"Marauder";"Barracks";111;2
"Unit";"Medivac";"Starport";113;2
"Building";"MissileTurret";NA;115;0
"Unit";"Marine";"Barracks";115;1
"Unit";"Marine";"Barracks";116;1
"Unit";"Marine";"Barracks";117;1
"Unit";"Marine";"Barracks";118;1
"Unit";"Marauder";"Barracks";119;2
"Unit";"Marine";"Barracks";121;1
"Unit";"Marine";"Barracks";122;1
"Unit";"Marauder";"Barracks";123;2
"Unit";"Marine";"Barracks";125;1
"Unit";"Marine";"Barracks";126;1
"Unit";"Marine";"Barracks";127;1
"Unit";"Marine";"Barracks";128;1
"Unit";"Marine";"Barracks";129;1
"Unit";"Marauder";"Barracks";130;2
"Unit";"Marine";"Barracks";132;1
"Unit";"Marauder";"Barracks";133;2
"Unit";"Marine";"Barracks";135;1
"Unit";"Marine";"Barracks";136;1
"Unit";"Marine";"Barracks";137;1
"Unit";"Marine";"Barracks";138;1
"Unit";"Marine";"Barracks";139;1
"Unit";"Marine";"Barracks";140;1
"Unit";"Marauder";"Barracks";141;2
"Unit";"Marauder";"Barracks";143;2
"Unit";"Marine";"Barracks";145;1
"Unit";"Marine";"Barracks";146;1
"Unit";"Marine";"Barracks";147;1
"Unit";"Marine";"Barracks";148;1
"Unit";"Marine";"Barracks";149;1
"Unit";"Marine";"Barracks";150;1
"Upgrade";"SprayTerran";NA;151;0
"Upgrade";"SprayTerran";NA;151;0
"Upgrade";"ShieldWall";NA;151;0
"Upgrade";"PunisherGrenades";NA;151;0
"Upgrade";"TerranInfantryArmorsLevel1";NA;151;0
