"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;15;0
"Building";"Refinery";NA;16;0
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";17;1
"Unit";"Marine";"Barracks";18;1
"Building";"SupplyDepot";NA;19;0
"Unit";"SCV";"Command Center";20;1
"Building";"Factory";NA;19;0
"Building";"BarracksReactor";NA;20;0
"Unit";"SCV";"Command Center";20;1
"Building";"SupplyDepot";NA;20;0
"Unit";"SCV";"Command Center";21;1
"Unit";"SCV";"Command Center";22;1
"Unit";"Cyclone";"Factory";22;3
"Unit";"Cyclone";"Factory";22;3
"Building";"SupplyDepot";NA;30;0
"Unit";"SCV";"Command Center";30;1
"Unit";"Hellion";"Factory";30;2
"Unit";"Hellion";"Factory";30;2
"Unit";"SCV";"Command Center";30;1
"Unit";"Cyclone";"Factory";35;3
"Unit";"SCV";"Command Center";36;1
"Building";"CommandCenter";NA;24;0
"Unit";"Cyclone";"Factory";36;3
"Unit";"SCV";"Command Center";39;1
"Building";"BarracksTechLab";NA;39;0
"Unit";"SCV";"Command Center";43;1
"Unit";"SCV";"Command Center";44;1
"Unit";"SCV";"Command Center";45;1
"Unit";"Cyclone";"Factory";45;3
"Unit";"Cyclone";"Factory";45;3
"Unit";"SCV";"Command Center";45;1
"Unit";"SCV";"Command Center";46;1
"Unit";"SCV";"Command Center";53;1
"Building";"BarracksTechLab";NA;47;0
"Unit";"SCV";"Command Center";54;1
"Building";"GhostAcademy";NA;46;0
"Building";"SupplyDepot";NA;53;0
"Unit";"SCV";"Command Center";55;1
"Unit";"Hellion";"Factory";54;2
"Unit";"Hellion";"Factory";54;2
"Unit";"SCV";"Command Center";56;1
"Building";"Refinery";NA;55;0
"Building";"Refinery";NA;55;0
"Building";"Factory";NA;46;0
"Unit";"SCV";"Command Center";57;1
"Unit";"SCV";"Command Center";63;1
"Building";"SupplyDepot";NA;57;0
"Unit";"Hellion";"Factory";62;2
"Unit";"Hellion";"Factory";62;2
"Unit";"Ghost";"Barracks";57;2
"Unit";"SCV";"Command Center";65;1
"Unit";"SCV";"Command Center";65;1
"Building";"SupplyDepot";NA;65;0
"Unit";"Hellion";"Factory";67;2
"Unit";"Cyclone";"Factory";65;3
"Unit";"SCV";"Command Center";73;1
"Unit";"Cyclone";"Factory";71;3
"Unit";"SCV";"Command Center";73;1
"Building";"EngineeringBay";NA;71;0
"Unit";"Ghost";"Barracks";71;2
"Building";"SupplyDepot";NA;73;0
"Building";"SupplyDepot";NA;73;0
"Unit";"SCV";"Command Center";78;1
"Unit";"SCV";"Command Center";82;1
"Unit";"Cyclone";"Factory";85;3
"Building";"FactoryTechLab";NA;87;0
"Building";"BarracksTechLab";NA;87;0
"Unit";"SCV";"Command Center";90;1
"Unit";"SCV";"Command Center";90;1
"Building";"MissileTurret";NA;90;0
"Building";"MissileTurret";NA;90;0
"Building";"MissileTurret";NA;90;0
"Building";"MissileTurret";NA;90;0
"Unit";"SCV";"Command Center";90;1
"Unit";"SCV";"Command Center";91;1
"Building";"MissileTurret";NA;94;0
"Building";"Armory";NA;90;0
"Building";"SupplyDepot";NA;94;0
"Unit";"SCV";"Command Center";94;1
"Unit";"SCV";"Command Center";94;1
"Building";"Armory";NA;92;0
"Unit";"Cyclone";"Factory";94;3
"Unit";"Cyclone";"Factory";94;3
"Unit";"Cyclone";"Factory";94;3
"Unit";"SCV";"Command Center";94;1
"Building";"CommandCenter";NA;90;0
"Building";"MissileTurret";NA;96;0
"Building";"Factory";NA;94;0
"Building";"Factory";NA;94;0
"Building";"Factory";NA;94;0
"Unit";"Cyclone";"Factory";106;3
"Unit";"Cyclone";"Factory";106;3
"Unit";"Cyclone";"Factory";106;3
