"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";17;1
"Building";"Refinery";NA;17;0
"Unit";"Marine";"Barracks";19;1
"Unit";"Marine";"Barracks";19;1
"Unit";"SCV";"Command Center";20;1
"Building";"SupplyDepot";NA;20;0
"Building";"Refinery";NA;20;0
"Unit";"Marine";"Barracks";21;1
"Unit";"SCV";"Command Center";22;1
"Unit";"Marine";"Barracks";23;1
"Unit";"SCV";"Command Center";24;1
"Building";"CommandCenter";NA;19;0
"Building";"Bunker";NA;23;0
"Unit";"SCV";"Command Center";26;1
"Building";"Factory";NA;23;0
"Unit";"SCV";"Command Center";27;1
"Building";"BarracksReactor";NA;26;0
"Unit";"Hellion";"Factory";27;2
"Unit";"SCV";"Command Center";28;1
"Unit";"SCV";"Command Center";28;1
"Building";"SupplyDepot";NA;28;0
"Unit";"SCV";"Command Center";30;1
"Unit";"SCV";"Command Center";31;1
"Unit";"SCV";"Command Center";32;1
"Building";"Factory";NA;28;0
"Unit";"SCV";"Command Center";33;1
"Unit";"Hellion";"Factory";32;2
"Unit";"Hellion";"Factory";32;2
"Building";"SupplyDepot";NA;33;0
"Unit";"SCV";"Command Center";34;1
"Building";"BarracksReactor";NA;31;0
"Unit";"SCV";"Command Center";35;1
"Unit";"SCV";"Command Center";41;1
"Unit";"SCV";"Command Center";42;1
"Unit";"Hellion";"Factory";40;2
"Unit";"Hellion";"Factory";40;2
"Unit";"Hellion";"Factory";42;2
"Unit";"Hellion";"Factory";42;2
"Unit";"SCV";"Command Center";48;1
"Building";"Starport";NA;40;0
"Unit";"Hellion";"Factory";48;2
"Unit";"Hellion";"Factory";48;2
"Unit";"SCV";"Command Center";48;1
"Building";"SupplyDepot";NA;48;0
"Building";"Armory";NA;41;0
"Unit";"SCV";"Command Center";58;1
"Unit";"SCV";"Command Center";58;1
"Unit";"Hellion";"Factory";53;2
"Unit";"Medivac";"Starport";53;2
"Unit";"Hellion";"Factory";58;2
"Unit";"SCV";"Command Center";58;1
"Unit";"SCV";"Command Center";60;1
"Building";"SupplyDepot";NA;58;0
"Building";"BarracksTechLab";NA;58;0
"Building";"Factory";NA;53;0
"Building";"SupplyDepot";NA;62;0
"Unit";"Cyclone";"Factory";68;3
"Unit";"Cyclone";"Factory";68;3
"Building";"Refinery";NA;68;0
"Unit";"Cyclone";"Factory";74;3
"Unit";"Cyclone";"Factory";74;3
"Unit";"Hellion";"Factory";74;2
"Unit";"Hellion";"Factory";74;2
"Unit";"SCV";"Command Center";80;1
"Unit";"SCV";"Command Center";80;1
"Unit";"Hellion";"Factory";74;2
"Building";"CommandCenter";NA;68;0
"Unit";"Hellion";"Factory";77;2
"Unit";"Hellion";"Factory";80;2
"Unit";"SCV";"Command Center";84;1
"Unit";"SCV";"Command Center";85;1
"Building";"Refinery";NA;84;0
"Building";"SupplyDepot";NA;84;0
"Building";"SupplyDepot";NA;85;0
"Unit";"SCV";"Command Center";92;1
"Building";"EngineeringBay";NA;85;0
"Unit";"Cyclone";"Factory";86;3
"Unit";"Hellion";"Factory";94;2
"Unit";"Hellion";"Factory";94;2
"Unit";"SCV";"Command Center";98;1
"Unit";"Cyclone";"Factory";98;3
"Unit";"Hellion";"Factory";98;2
"Unit";"Hellion";"Factory";98;2
"Building";"StarportReactor";NA;94;0
"Building";"SupplyDepot";NA;98;0
"Unit";"Hellion";"Factory";102;2
"Unit";"Hellion";"Factory";102;2
"Unit";"Hellion";"Factory";103;2
"Building";"Refinery";NA;110;0
"Building";"Refinery";NA;110;0
"Building";"BarracksReactor";NA;103;0
"Unit";"Hellion";"Factory";114;2
"Unit";"Hellion";"Factory";114;2
"Unit";"Hellion";"Factory";114;2
"Unit";"Hellion";"Factory";114;2
"Unit";"SCV";"Command Center";116;1
"Unit";"SCV";"Command Center";116;1
"Building";"Factory";NA;110;0
"Unit";"Hellion";"Factory";116;2
"Unit";"SCV";"Command Center";124;1
"Unit";"SCV";"Command Center";126;1
"Building";"CommandCenter";NA;102;0
"Unit";"SCV";"Command Center";128;1
"Unit";"Cyclone";"Factory";126;3
"Unit";"Cyclone";"Factory";126;3
"Unit";"Cyclone";"Factory";126;3
"Unit";"Cyclone";"Factory";126;3
"Unit";"Medivac";"Starport";126;2
"Unit";"Medivac";"Starport";126;2
"Unit";"Cyclone";"Factory";130;3
