"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Building";"Refinery";NA;16;0
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";19;1
"Unit";"Reaper";"Barracks";19;1
"Building";"SupplyDepot";NA;19;0
"Unit";"SCV";"Command Center";20;1
"Unit";"Marine";"Barracks";20;1
"Unit";"SCV";"Command Center";21;1
"Unit";"SCV";"Command Center";23;1
"Building";"Refinery";NA;22;0
"Unit";"SCV";"Command Center";25;1
"Building";"CommandCenter";NA;19;0
"Building";"Factory";NA;21;0
"Building";"BarracksReactor";NA;24;0
"Unit";"SCV";"Command Center";26;1
"Building";"Bunker";NA;26;0
"Unit";"Hellion";"Factory";26;2
"Building";"Bunker";NA;26;0
"Unit";"Hellion";"Factory";26;2
"Unit";"Marine";"Barracks";26;1
"Building";"SupplyDepot";NA;27;0
"Unit";"Marine";"Barracks";32;1
"Unit";"Hellion";"Factory";32;2
"Unit";"Marine";"Barracks";32;1
"Unit";"SCV";"Command Center";35;1
"Unit";"SCV";"Command Center";35;1
"Unit";"Hellion";"Factory";33;2
"Unit";"SCV";"Command Center";36;1
"Unit";"SCV";"Command Center";37;1
"Unit";"SCV";"Command Center";40;1
"Unit";"Hellion";"Factory";38;2
"Unit";"SCV";"Command Center";41;1
"Unit";"SCV";"Command Center";46;1
"Unit";"SCV";"Command Center";46;1
"Unit";"Hellion";"Factory";46;2
"Unit";"SCV";"Command Center";48;1
"Unit";"SCV";"Command Center";48;1
"Unit";"Marine";"Barracks";46;1
"Unit";"SCV";"Command Center";52;1
"Unit";"SCV";"Command Center";52;1
"Building";"SupplyDepot";NA;48;0
"Building";"Starport";NA;46;0
"Unit";"SCV";"Command Center";53;1
"Unit";"SCV";"Command Center";54;1
"Unit";"SCV";"Command Center";55;1
"Building";"StarportTechLab";NA;55;0
"Unit";"SCV";"Command Center";56;1
"Building";"FactoryTechLab";NA;55;0
"Unit";"SCV";"Command Center";59;1
"Unit";"SCV";"Command Center";59;1
"Building";"BarracksReactor";NA;55;0
"Unit";"SCV";"Command Center";61;1
"Unit";"Marine";"Barracks";61;1
"Unit";"Marine";"Barracks";61;1
"Unit";"Banshee";"Starport";59;3
"Unit";"SCV";"Command Center";61;1
"Building";"SupplyDepot";NA;62;0
"Unit";"SCV";"Command Center";68;1
"Unit";"SCV";"Command Center";68;1
"Unit";"Reaper";"Barracks";64;1
"Unit";"Marine";"Barracks";68;1
"Unit";"SCV";"Command Center";68;1
"Building";"Bunker";NA;68;0
"Unit";"SCV";"Command Center";70;1
"Unit";"SCV";"Command Center";72;1
"Unit";"Marine";"Barracks";73;1
"Unit";"Marine";"Barracks";73;1
"Unit";"SCV";"Command Center";73;1
"Unit";"SCV";"Command Center";74;1
"Unit";"Banshee";"Starport";68;3
"Building";"SupplyDepot";NA;74;0
"Unit";"SCV";"Command Center";82;1
"Unit";"Marine";"Barracks";82;1
"Unit";"Marine";"Barracks";82;1
"Unit";"Marine";"Barracks";83;1
"Unit";"Marine";"Barracks";83;1
"Unit";"SCV";"Command Center";85;1
"Unit";"SCV";"Command Center";85;1
"Unit";"Marine";"Barracks";85;1
"Unit";"Marine";"Barracks";85;1
"Unit";"SCV";"Command Center";87;1
"Unit";"SCV";"Command Center";88;1
"Unit";"SCV";"Command Center";91;1
"Unit";"SCV";"Command Center";92;1
"Unit";"Marine";"Barracks";89;1
"Unit";"Marine";"Barracks";89;1
"Unit";"SCV";"Command Center";93;1
"Unit";"SCV";"Command Center";94;1
"Unit";"SCV";"Command Center";99;1
"Unit";"SCV";"Command Center";99;1
