"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;15;0
"Unit";"SCV";"Command Center";16;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";17;1
"Unit";"Marine";"Barracks";18;1
"Unit";"Marine";"Barracks";20;1
"Unit";"SCV";"Command Center";20;1
"Unit";"SCV";"Command Center";22;1
"Building";"SupplyDepot";NA;21;0
"Building";"BarracksReactor";NA;21;0
"Building";"Factory";NA;20;0
"Building";"Refinery";NA;22;0
"Unit";"SCV";"Command Center";23;1
"Building";"CommandCenter";NA;20;0
"Unit";"Marine";"Barracks";24;1
"Unit";"SCV";"Command Center";24;1
"Unit";"Hellion";"Factory";24;2
"Unit";"Hellion";"Factory";24;2
"Unit";"SCV";"Command Center";25;1
"Building";"Starport";NA;24;0
"Unit";"SCV";"Command Center";30;1
"Unit";"Hellion";"Factory";30;2
"Unit";"SCV";"Command Center";30;1
"Unit";"Hellion";"Factory";30;2
"Building";"SupplyDepot";NA;35;0
"Building";"SupplyDepot";NA;37;0
"Unit";"SCV";"Command Center";37;1
"Unit";"Hellion";"Factory";37;2
"Unit";"SCV";"Command Center";37;1
"Unit";"Hellion";"Factory";37;2
"Unit";"SCV";"Command Center";37;1
"Unit";"SCV";"Command Center";44;1
"Unit";"SCV";"Command Center";44;1
"Building";"Bunker";NA;41;0
"Unit";"Hellion";"Factory";43;2
"Unit";"Hellion";"Factory";43;2
"Unit";"SCV";"Command Center";44;1
"Unit";"Liberator";"Starport";37;3
"Building";"SupplyDepot";NA;44;0
"Unit";"SCV";"Command Center";46;1
"Building";"SupplyDepot";NA;44;0
"Unit";"SCV";"Command Center";50;1
"Unit";"Hellion";"Factory";50;2
"Unit";"SCV";"Command Center";54;1
