"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Unit";"SCV";"Command Center";14;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";17;1
"Building";"Refinery";NA;17;0
"Unit";"SCV";"Command Center";17;1
"Unit";"SCV";"Command Center";19;1
"Building";"Barracks";NA;17;0
"Building";"EngineeringBay";NA;18;0
"Unit";"SCV";"Command Center";19;1
"Building";"CommandCenter";NA;16;0
"Unit";"Marine";"Barracks";20;1
"Building";"Refinery";NA;20;0
"Unit";"SCV";"Command Center";21;1
"Unit";"Marine";"Barracks";21;1
"Unit";"SCV";"Command Center";23;1
"Unit";"Marine";"Barracks";23;1
"Unit";"SCV";"Command Center";24;1
"Unit";"SCV";"Command Center";26;1
"Unit";"Marine";"Barracks";27;1
"Unit";"SCV";"Command Center";27;1
"Unit";"SCV";"Command Center";27;1
"Unit";"SCV";"Command Center";30;1
"Building";"Factory";NA;25;0
"Unit";"SCV";"Command Center";31;1
"Unit";"SCV";"Command Center";32;1
"Building";"SupplyDepot";NA;31;0
"Unit";"SCV";"Command Center";32;1
"Building";"FactoryTechLab";NA;32;0
"Building";"Bunker";NA;31;0
"Unit";"SCV";"Command Center";33;1
"Unit";"SCV";"Command Center";35;1
"Unit";"SCV";"Command Center";35;1
"Building";"Starport";NA;33;0
"Unit";"SCV";"Command Center";36;1
"Building";"SupplyDepot";NA;36;0
"Building";"CommandCenter";NA;28;0
"Unit";"SCV";"Command Center";38;1
"Unit";"SCV";"Command Center";38;1
"Building";"Refinery";NA;38;0
"Building";"Refinery";NA;38;0
"Unit";"SCV";"Command Center";39;1
"Unit";"SCV";"Command Center";41;1
"Unit";"SCV";"Command Center";41;1
"Unit";"SCV";"Command Center";42;1
"Unit";"SCV";"Command Center";42;1
"Building";"SupplyDepot";NA;42;0
"Unit";"SCV";"Command Center";45;1
"Building";"Factory";NA;41;0
"Building";"Factory";NA;41;0
"Unit";"SCV";"Command Center";46;1
"Building";"StarportReactor";NA;44;0
"Building";"FactoryTechLab";NA;48;0
"Building";"FactoryTechLab";NA;48;0
"Building";"MissileTurret";NA;48;0
"Building";"Armory";NA;45;0
"Building";"MissileTurret";NA;48;0
"Building";"Armory";NA;45;0
"Unit";"SCV";"Command Center";48;1
"Unit";"Medivac";"Starport";48;2
"Unit";"Medivac";"Starport";48;2
"Unit";"SCV";"Command Center";49;1
"Unit";"SCV";"Command Center";49;1
"Unit";"Hellion";"Factory";49;2
"Building";"MissileTurret";NA;53;0
"Unit";"SCV";"Command Center";55;1
"Unit";"SCV";"Command Center";55;1
"Unit";"SCV";"Command Center";57;1
"Building";"CommandCenter";NA;48;0
"Unit";"SCV";"Command Center";57;1
"Unit";"SCV";"Command Center";58;1
"Building";"Refinery";NA;57;0
"Unit";"SCV";"Command Center";60;1
"Unit";"Thor";"Factory";53;6
"Unit";"Thor";"Factory";53;6
"Building";"MissileTurret";NA;60;0
