"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Pylon";NA;14;0
"Building";"Gateway";NA;16;0
"Building";"Assimilator";NA;16;0
"Building";"Assimilator";NA;17;0
"Building";"CyberneticsCore";NA;20;0
"Building";"Pylon";NA;21;0
"Unit";"Adept";"Gateway";23;2
"Building";"Stargate";NA;25;0
"Building";"Nexus";NA;26;0
"Unit";"Oracle";"Stargate";27;3
"Building";"Pylon";NA;32;0
"Unit";"Oracle";"Stargate";32;3
"Unit";"Stalker";"Gateway";36;2
"Unit";"Adept";"Gateway";43;2
"Unit";"Oracle";"Stargate";45;3
"Building";"Gateway";NA;50;0
"Building";"Gateway";NA;50;0
"Building";"Pylon";NA;55;0
"Upgrade";"SprayProtoss";NA;55;0
"Upgrade";"SprayProtoss";NA;55;0
"Upgrade";"WarpGateResearch";NA;55;0
