"type";"unit_name";"on_building";"total_supply_lag"
"Building";"Refinery";NA;15
"Building";"Barracks";NA;16
"Unit";"Marine";"Barracks";19
"Building";"Factory";NA;20
"Building";"Refinery";NA;20
"Building";"Bunker";NA;20
"Unit";"Marine";"Barracks";20
"Unit";"Marine";"Barracks";22
"Building";"Starport";NA;24
"Unit";"Hellion";"Factory";24
"Unit";"Marine";"Barracks";27
"Building";"FactoryTechLab";NA;29
"Unit";"Marine";"Barracks";30
"Unit";"Banshee";"Starport";31
"Building";"BarracksReactor";NA;35
"Building";"CommandCenter";NA;35
"Building";"FactoryTechLab";NA;35
"Unit";"Banshee";"Starport";36
"Unit";"Marine";"Barracks";39
"Unit";"Marine";"Barracks";40
"Unit";"Marine";"Barracks";42
"Unit";"Marine";"Barracks";43
"Unit";"Marine";"Barracks";46
"Unit";"Marine";"Barracks";47
"Unit";"Banshee";"Starport";48
"Unit";"Marine";"Barracks";52
"Unit";"Marine";"Barracks";53
"Unit";"Marine";"Barracks";54
"Unit";"Marine";"Barracks";55
"Upgrade";"SprayTerran";NA;57
"Upgrade";"BansheeCloak";NA;57
"Upgrade";"SprayTerran";NA;57
