"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Unit";"Overlord";"Larva";13;0
"Building";"Hatchery";NA;17;0
"Building";"Extractor";NA;19;0
"Building";"SpawningPool";NA;19;0
"Unit";"Overlord";"Larva";22;0
"Unit";"Queen";"Hatchery";24;2
"Unit";"Queen";"Hatchery";26;2
"Unit";"Zergling";"Larva";28;1
"Unit";"Zergling";"Larva";29;1
"Building";"Hatchery";NA;33;0
"Building";"CreepTumorQueen";NA;33;0
"Unit";"Overlord";"Larva";35;0
"Unit";"Queen";"Hatchery";35;2
"Building";"CreepTumor";NA;41;0
"Unit";"Overlord";"Larva";46;0
"Unit";"Zergling";"Larva";46;1
"Unit";"Zergling";"Larva";47;1
"Unit";"Zergling";"Larva";48;1
"Unit";"Zergling";"Larva";49;1
"Unit";"Zergling";"Larva";50;1
"Unit";"Zergling";"Larva";51;1
"Building";"CreepTumorQueen";NA;52;0
"Unit";"Overlord";"Larva";52;0
"Building";"CreepTumor";NA;57;0
"Unit";"Overlord";"Larva";59;0
"Unit";"Overlord";"Larva";59;0
"Unit";"Overlord";"Larva";59;0
"Building";"CreepTumor";NA;59;0
"Building";"Extractor";NA;59;0
"Building";"Extractor";NA;59;0
"Building";"Extractor";NA;62;0
"Building";"CreepTumorQueen";NA;63;0
"Building";"CreepTumor";NA;70;0
"Building";"CreepTumor";NA;70;0
"Building";"SporeCrawler";NA;73;0
"Building";"SporeCrawler";NA;73;0
"Building";"HydraliskDen";NA;73;0
"Unit";"Overlord";"Larva";77;0
"Unit";"Overlord";"Larva";77;0
"Building";"CreepTumor";NA;79;0
"Building";"Extractor";NA;79;0
"Building";"CreepTumor";NA;79;0
"Building";"CreepTumor";NA;79;0
"Unit";"Hydralisk";"Larva";79;2
"Unit";"Hydralisk";"Larva";81;2
"Unit";"Hydralisk";"Larva";83;2
"Unit";"Hydralisk";"Larva";85;2
"Unit";"Hydralisk";"Larva";87;2
"Building";"Hatchery";NA;89;0
"Unit";"Hydralisk";"Larva";89;2
"Unit";"Hydralisk";"Larva";91;2
"Unit";"Hydralisk";"Larva";93;2
"Building";"CreepTumor";NA;95;0
"Unit";"Hydralisk";"Larva";95;2
"Unit";"Hydralisk";"Larva";97;2
"Unit";"Overlord";"Larva";99;0
"Unit";"Zergling";"Larva";99;1
"Unit";"Zergling";"Larva";100;1
"Unit";"Zergling";"Larva";101;1
"Unit";"Zergling";"Larva";102;1
"Unit";"Zergling";"Larva";103;1
"Unit";"Zergling";"Larva";104;1
"Unit";"Zergling";"Larva";105;1
"Unit";"Zergling";"Larva";106;1
"Unit";"Overlord";"Larva";107;0
"Building";"CreepTumor";NA;107;0
"Building";"CreepTumor";NA;107;0
"Unit";"Overlord";"Larva";107;0
"Unit";"Overlord";"Larva";107;0
"Building";"CreepTumor";NA;107;0
"Unit";"Hydralisk";"Larva";107;2
"Unit";"Hydralisk";"Larva";109;2
"Unit";"Hydralisk";"Larva";111;2
"Unit";"Hydralisk";"Larva";113;2
"Unit";"Zergling";"Larva";115;1
"Unit";"Zergling";"Larva";116;1
"Unit";"Zergling";"Larva";117;1
"Unit";"Zergling";"Larva";118;1
"Unit";"Zergling";"Larva";119;1
"Unit";"Zergling";"Larva";120;1
"Unit";"Zergling";"Larva";121;1
"Unit";"Zergling";"Larva";122;1
"Unit";"Zergling";"Larva";123;1
"Unit";"Zergling";"Larva";124;1
"Unit";"Zergling";"Larva";125;1
"Unit";"Zergling";"Larva";126;1
"Building";"CreepTumor";NA;127;0
"Unit";"Zergling";"Larva";127;1
"Unit";"Zergling";"Larva";128;1
"Unit";"Zergling";"Larva";129;1
"Unit";"Zergling";"Larva";130;1
"Unit";"Zergling";"Larva";131;1
"Unit";"Zergling";"Larva";132;1
"Unit";"Zergling";"Larva";133;1
"Unit";"Zergling";"Larva";134;1
"Building";"LurkerDenMP";NA;135;0
"Unit";"Hydralisk";"Larva";135;2
"Unit";"Hydralisk";"Larva";137;2
"Building";"CreepTumor";NA;139;0
"Unit";"Overlord";"Larva";139;0
"Building";"Extractor";NA;141;0
"Building";"CreepTumor";NA;141;0
"Unit";"Overlord";"Larva";151;0
"Unit";"Overlord";"Larva";151;0
"Building";"CreepTumor";NA;154;0
"Unit";"Overlord";"Larva";154;0
"Building";"CreepTumor";NA;154;0
"Unit";"Overlord";"Larva";162;0
"Building";"CreepTumor";NA;162;0
"Unit";"Overlord";"Larva";162;0
"Building";"SporeCrawler";NA;162;0
"Building";"CreepTumor";NA;162;0
"Unit";"Zergling";"Larva";162;1
"Unit";"Zergling";"Larva";163;1
"Unit";"Zergling";"Larva";164;1
"Unit";"Zergling";"Larva";165;1
"Unit";"Zergling";"Larva";166;1
"Unit";"Zergling";"Larva";167;1
"Unit";"Zergling";"Larva";168;1
"Unit";"Zergling";"Larva";169;1
"Unit";"Zergling";"Larva";170;1
"Unit";"Zergling";"Larva";171;1
"Unit";"Zergling";"Larva";172;1
"Unit";"Zergling";"Larva";173;1
"Unit";"Zergling";"Larva";174;1
"Unit";"Zergling";"Larva";175;1
"Unit";"Zergling";"Larva";176;1
"Unit";"Zergling";"Larva";177;1
"Unit";"Zergling";"Larva";178;1
"Unit";"Zergling";"Larva";179;1
"Unit";"Zergling";"Larva";180;1
"Unit";"Zergling";"Larva";181;1
"Unit";"Zergling";"Larva";182;1
"Unit";"Zergling";"Larva";183;1
"Unit";"Hydralisk";"Larva";184;2
"Unit";"Hydralisk";"Larva";186;2
"Unit";"Hydralisk";"Larva";188;2
"Building";"CreepTumor";NA;190;0
"Building";"Extractor";NA;190;0
"Building";"Extractor";NA;190;0
"Building";"CreepTumor";NA;190;0
"Unit";"Hydralisk";"Larva";190;2
"Unit";"Hydralisk";"Larva";192;2
"Unit";"Hydralisk";"Larva";194;2
"Unit";"Hydralisk";"Larva";196;2
"Building";"EvolutionChamber";NA;198;0
"Building";"Hatchery";NA;198;0
"Building";"CreepTumor";NA;204;0
"Unit";"Overlord";"Larva";204;0
"Building";"Spire";NA;204;0
"Building";"CreepTumor";NA;204;0
"Building";"CreepTumor";NA;204;0
"Unit";"Zergling";"Larva";204;1
"Unit";"Zergling";"Larva";205;1
"Unit";"Zergling";"Larva";206;1
"Unit";"Zergling";"Larva";207;1
"Unit";"Zergling";"Larva";208;1
"Unit";"Zergling";"Larva";209;1
"Unit";"Zergling";"Larva";210;1
"Unit";"Zergling";"Larva";211;1
"Unit";"Zergling";"Larva";212;1
"Unit";"Zergling";"Larva";213;1
"Unit";"Zergling";"Larva";214;1
"Unit";"Zergling";"Larva";215;1
"Unit";"Zergling";"Larva";216;1
"Unit";"Zergling";"Larva";217;1
"Unit";"Zergling";"Larva";218;1
"Unit";"Zergling";"Larva";219;1
"Unit";"Zergling";"Larva";220;1
"Unit";"Zergling";"Larva";221;1
"Unit";"Zergling";"Larva";222;1
"Unit";"Zergling";"Larva";223;1
"Unit";"Zergling";"Larva";224;1
"Unit";"Zergling";"Larva";225;1
"Unit";"Zergling";"Larva";226;1
"Unit";"Zergling";"Larva";227;1
"Unit";"Zergling";"Larva";228;1
"Unit";"Zergling";"Larva";229;1
"Unit";"Overlord";"Larva";230;0
"Unit";"Overlord";"Larva";230;0
"Unit";"Overlord";"Larva";230;0
"Unit";"Overlord";"Larva";230;0
"Unit";"Overlord";"Larva";230;0
"Building";"CreepTumor";NA;230;0
"Unit";"Overlord";"Larva";230;0
"Building";"CreepTumor";NA;230;0
"Building";"InfestationPit";NA;236;0
"Building";"Extractor";NA;238;0
"Building";"Extractor";NA;238;0
"Unit";"Mutalisk";"Larva";238;2
"Unit";"Mutalisk";"Larva";240;2
"Unit";"Mutalisk";"Larva";242;2
"Unit";"Mutalisk";"Larva";244;2
"Unit";"Mutalisk";"Larva";246;2
"Unit";"Mutalisk";"Larva";248;2
"Unit";"Mutalisk";"Larva";250;2
"Unit";"Mutalisk";"Larva";252;2
"Unit";"Mutalisk";"Larva";254;2
"Unit";"Mutalisk";"Larva";256;2
"Unit";"Mutalisk";"Larva";258;2
"Unit";"Mutalisk";"Larva";260;2
"Building";"SpineCrawler";NA;262;0
"Building";"SpineCrawler";NA;262;0
"Unit";"Mutalisk";"Larva";262;2
"Unit";"Mutalisk";"Larva";264;2
"Building";"CreepTumor";NA;266;0
"Building";"CreepTumor";NA;266;0
"Building";"SpineCrawler";NA;266;0
"Building";"SpineCrawler";NA;266;0
"Building";"SpineCrawler";NA;269;0
"Unit";"Corruptor";"Larva";269;2
"Unit";"Corruptor";"Larva";271;2
"Unit";"Corruptor";"Larva";273;2
"Unit";"Corruptor";"Larva";275;2
"Unit";"Corruptor";"Larva";277;2
"Unit";"Corruptor";"Larva";279;2
"Unit";"Corruptor";"Larva";281;2
"Unit";"Corruptor";"Larva";283;2
"Unit";"Corruptor";"Larva";285;2
"Unit";"Corruptor";"Larva";287;2
"Unit";"Corruptor";"Larva";289;2
"Unit";"Corruptor";"Larva";291;2
"Unit";"Corruptor";"Larva";293;2
"Unit";"Corruptor";"Larva";295;2
"Unit";"Corruptor";"Larva";297;2
"Building";"EvolutionChamber";NA;299;0
"Building";"CreepTumor";NA;299;0
"Unit";"Corruptor";"Larva";299;2
"Unit";"Corruptor";"Larva";301;2
"Unit";"Corruptor";"Larva";303;2
"Unit";"Corruptor";"Larva";305;2
"Unit";"Corruptor";"Larva";307;2
"Unit";"Corruptor";"Larva";309;2
"Unit";"Corruptor";"Larva";311;2
"Unit";"Zergling";"Larva";313;1
"Unit";"Zergling";"Larva";314;1
"Unit";"Zergling";"Larva";315;1
"Unit";"Zergling";"Larva";316;1
"Unit";"Zergling";"Larva";317;1
"Unit";"Zergling";"Larva";318;1
"Unit";"Zergling";"Larva";319;1
"Unit";"Zergling";"Larva";320;1
"Unit";"Zergling";"Larva";321;1
"Unit";"Zergling";"Larva";322;1
"Unit";"Zergling";"Larva";323;1
"Unit";"Zergling";"Larva";324;1
"Unit";"Zergling";"Larva";325;1
"Unit";"Zergling";"Larva";326;1
"Unit";"Hydralisk";"Larva";327;2
"Unit";"Hydralisk";"Larva";329;2
"Unit";"Hydralisk";"Larva";331;2
"Unit";"Hydralisk";"Larva";333;2
"Unit";"Hydralisk";"Larva";335;2
"Unit";"Hydralisk";"Larva";337;2
"Unit";"Hydralisk";"Larva";339;2
"Unit";"Hydralisk";"Larva";341;2
"Unit";"Hydralisk";"Larva";343;2
"Unit";"Hydralisk";"Larva";345;2
"Unit";"Hydralisk";"Larva";347;2
"Unit";"Hydralisk";"Larva";349;2
"Unit";"Hydralisk";"Larva";351;2
"Unit";"Hydralisk";"Larva";353;2
"Building";"CreepTumor";NA;355;0
"Upgrade";"SprayZerg";NA;355;0
"Upgrade";"SprayZerg";NA;355;0
"Upgrade";"SprayZerg";NA;355;0
"Upgrade";"zerglingmovementspeed";NA;355;0
"Upgrade";"SprayZerg";NA;355;0
"Upgrade";"SprayZerg";NA;355;0
"Upgrade";"SprayZerg";NA;355;0
"Upgrade";"EvolveMuscularAugments";NA;355;0
"Upgrade";"SprayZerg";NA;355;0
"Upgrade";"SprayZerg";NA;355;0
"Upgrade";"ZergMissileWeaponsLevel1";NA;355;0
"Upgrade";"DiggingClaws";NA;355;0
"Upgrade";"ZergMeleeWeaponsLevel1";NA;355;0
