"type";"unit_name";"on_building";"total_supply_lag"
"Building";"Refinery";NA;15
"Building";"Barracks";NA;16
"Unit";"Reaper";"Barracks";19
"Building";"CommandCenter";NA;20
"Building";"Factory";NA;20
"Building";"BarracksReactor";NA;21
"Building";"Refinery";NA;22
"Unit";"Marine";"Barracks";24
"Unit";"Marine";"Barracks";25
"Unit";"Cyclone";"Factory";27
"Unit";"Marine";"Barracks";30
"Unit";"Marine";"Barracks";31
"Unit";"Marine";"Barracks";34
"Unit";"Cyclone";"Factory";37
"Unit";"Cyclone";"Factory";40
"Unit";"Marine";"Barracks";47
"Unit";"Marine";"Barracks";48
"Building";"Barracks";NA;49
"Building";"Barracks";NA;49
"Building";"FactoryTechLab";NA;49
"Unit";"Marine";"Barracks";53
"Unit";"Marine";"Barracks";54
"Building";"FactoryTechLab";NA;55
"Unit";"Marine";"Barracks";57
"Unit";"Marine";"Barracks";58
"Building";"CommandCenter";NA;61
"Building";"Starport";NA;62
"Building";"FactoryReactor";NA;63
"Unit";"Marauder";"Barracks";63
"Unit";"Marauder";"Barracks";65
"Unit";"Marine";"Barracks";67
"Unit";"Marine";"Barracks";68
"Building";"Refinery";NA;71
"Unit";"Marauder";"Barracks";72
"Unit";"Marauder";"Barracks";74
"Unit";"Marine";"Barracks";76
"Unit";"Marine";"Barracks";77
"Upgrade";"Stimpack";"TechLab";80
"Building";"Barracks";NA;80
"Building";"Barracks";NA;80
"Building";"FactoryReactor";NA;80
"Unit";"Medivac";"Starport";81
"Unit";"Medivac";"Starport";83
"Unit";"Marine";"Barracks";86
"Unit";"Marine";"Barracks";87
"Unit";"Marauder";"Barracks";88
"Unit";"Marauder";"Barracks";91
"Building";"EngineeringBay";NA;93
"Building";"EngineeringBay";NA;93
"Building";"Refinery";NA;95
"Unit";"Marine";"Barracks";95
"Unit";"Marine";"Barracks";96
"Unit";"Marauder";"Barracks";97
"Unit";"Marauder";"Barracks";99
"Building";"BarracksTechLab";NA;102
"Building";"FactoryReactor";NA;102
"Unit";"Marine";"Barracks";103
"Unit";"Marine";"Barracks";104
"Unit";"Marine";"Barracks";105
"Unit";"Marine";"Barracks";106
"Unit";"Marauder";"Barracks";107
"Unit";"Marauder";"Barracks";109
"Unit";"Marine";"Barracks";111
"Unit";"Marine";"Barracks";112
"Unit";"Medivac";"Starport";113
"Unit";"Medivac";"Starport";115
"Unit";"Marine";"Barracks";117
"Unit";"Marine";"Barracks";118
"Unit";"Marine";"Barracks";122
"Unit";"Marine";"Barracks";126
"Unit";"Marine";"Barracks";127
"Unit";"Marine";"Barracks";128
"Unit";"Marine";"Barracks";129
"Unit";"Marauder";"Barracks";130
"Unit";"Marauder";"Barracks";132
"Unit";"Marine";"Barracks";134
"Unit";"Marine";"Barracks";135
"Upgrade";"SprayTerran";NA;137
"Upgrade";"SprayTerran";NA;137
"Upgrade";"SprayTerran";NA;137
"Upgrade";"SprayTerran";NA;137
"Upgrade";"ShieldWall";NA;137
"Upgrade";"PunisherGrenades";NA;137
"Upgrade";"SprayTerran";NA;137
