"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Refinery";NA;15;0
"Building";"Barracks";NA;16;0
"Unit";"Reaper";"Barracks";19;1
"Building";"CommandCenter";NA;20;0
"Building";"Factory";NA;20;0
"Building";"BarracksReactor";NA;21;0
"Building";"Refinery";NA;22;0
"Building";"Starport";NA;24;0
"Unit";"Hellion";"Factory";24;2
"Unit";"Hellion";"Factory";26;2
"Unit";"Marine";"Barracks";29;1
"Unit";"Hellion";"Factory";31;2
"Unit";"Hellion";"Factory";33;2
"Unit";"Medivac";"Starport";36;2
"Unit";"Hellion";"Factory";40;2
"Unit";"Hellion";"Factory";42;2
"Building";"BarracksTechLab";NA;44;0
"Unit";"Hellion";"Factory";48;2
"Unit";"Hellion";"Factory";50;2
"Building";"Armory";NA;54;0
"Unit";"Banshee";"Starport";54;3
"Building";"CommandCenter";NA;61;0
"Building";"Refinery";NA;65;0
"Building";"Refinery";NA;65;0
"Building";"Factory";NA;65;0
"Building";"Factory";NA;65;0
"Unit";"Banshee";"Starport";65;3
"Unit";"Hellion";"Factory";71;2
"Unit";"Hellion";"Factory";75;2
"Building";"FactoryTechLab";NA;78;0
"Building";"Refinery";NA;80;0
"Building";"StarportReactor";NA;80;0
"Building";"Refinery";NA;81;0
"Unit";"Thor";"Factory";81;6
"Unit";"Thor";"Factory";88;6
"Unit";"Hellion";"Factory";94;2
"Building";"Factory";NA;99;0
"Building";"Factory";NA;99;0
"Unit";"Medivac";"Starport";100;2
"Upgrade";"TerranVehicleWeaponsLevel1";"Armory";102;0
"Unit";"Medivac";"Starport";102;2
"Unit";"Hellion";"Factory";104;2
"Unit";"Hellion";"Factory";106;2
"Unit";"Hellion";"Factory";114;2
"Unit";"Hellion";"Factory";119;2
"Building";"FactoryReactor";NA;122;0
"Building";"FactoryTechLab";NA;122;0
"Unit";"Medivac";"Starport";122;2
"Unit";"Medivac";"Starport";124;2
"Unit";"Hellion";"Factory";126;2
"Unit";"Hellion";"Factory";131;2
"Unit";"Hellion";"Factory";133;2
"Unit";"Hellion";"Factory";135;2
"Unit";"Hellion";"Factory";137;2
"Unit";"Hellion";"Factory";139;2
"Unit";"Hellion";"Factory";141;2
"Unit";"Hellion";"Factory";143;2
"Unit";"Hellion";"Factory";145;2
"Unit";"Hellion";"Factory";147;2
"Unit";"Hellion";"Factory";149;2
"Unit";"Hellion";"Factory";151;2
"Unit";"Hellion";"Factory";153;2
"Unit";"Hellion";"Factory";155;2
"Unit";"Hellion";"Factory";157;2
"Upgrade";"SprayTerran";NA;159;0
"Upgrade";"SprayTerran";NA;159;0
"Upgrade";"SprayTerran";NA;159;0
"Upgrade";"BansheeCloak";NA;159;0
"Upgrade";"SprayTerran";NA;159;0
"Upgrade";"SprayTerran";NA;159;0
