"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";14;1
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Building";"Refinery";NA;16;0
"Unit";"SCV";"Command Center";16;1
"Building";"Barracks";NA;15;0
"Unit";"Marine";"Barracks";18;1
"Building";"SupplyDepot";NA;18;0
"Building";"Factory";NA;18;0
"Unit";"SCV";"Command Center";19;1
"Unit";"SCV";"Command Center";19;1
"Building";"BarracksReactor";NA;19;0
"Unit";"SCV";"Command Center";20;1
"Unit";"Cyclone";"Factory";20;3
"Unit";"Marine";"Barracks";21;1
"Unit";"SCV";"Command Center";21;1
"Unit";"Marine";"Barracks";21;1
"Building";"Starport";NA;20;0
"Unit";"SCV";"Command Center";26;1
"Building";"SupplyDepot";NA;22;0
"Building";"FactoryTechLab";NA;28;0
"Unit";"SCV";"Command Center";29;1
"Unit";"Marine";"Barracks";28;1
"Unit";"Marine";"Barracks";28;1
"Building";"SupplyDepot";NA;29;0
"Unit";"Medivac";"Starport";29;2
"Unit";"Marine";"Barracks";32;1
"Unit";"Marine";"Barracks";32;1
"Unit";"SCV";"Command Center";32;1
"Unit";"Marine";"Barracks";37;1
"Unit";"Marine";"Barracks";37;1
"Unit";"Liberator";"Starport";34;3
"Building";"SupplyDepot";NA;37;0
"Unit";"SCV";"Command Center";42;1
"Unit";"Marine";"Barracks";39;1
"Unit";"Marine";"Barracks";42;1
"Building";"SupplyDepot";NA;42;0
"Building";"Bunker";NA;44;0
"Unit";"Liberator";"Starport";42;3
"Unit";"Marine";"Barracks";45;1
"Unit";"Marine";"Barracks";45;1
"Building";"Bunker";NA;45;0
"Unit";"SCV";"Command Center";50;1
"Building";"Bunker";NA;50;0
"Building";"Barracks";NA;45;0
"Unit";"Marine";"Barracks";51;1
"Unit";"Marine";"Barracks";51;1
"Unit";"Marine";"Barracks";53;1
"Unit";"Marine";"Barracks";53;1
"Building";"BarracksTechLab";NA;53;0
"Building";"SupplyDepot";NA;53;0
"Unit";"SCV";"Command Center";55;1
"Unit";"Medivac";"Starport";55;2
"Unit";"Marine";"Barracks";56;1
"Unit";"Marine";"Barracks";56;1
"Unit";"Marine";"Barracks";58;1
"Unit";"Marine";"Barracks";59;1
"Unit";"Marine";"Barracks";60;1
"Unit";"Marine";"Barracks";61;1
"Unit";"Marine";"Barracks";62;1
"Unit";"SCV";"Command Center";62;1
"Building";"Bunker";NA;60;0
"Unit";"SCV";"Command Center";65;1
"Unit";"Marine";"Barracks";62;1
"Unit";"Marine";"Barracks";64;1
"Unit";"Marine";"Barracks";67;1
