"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;15;0
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";18;1
"Building";"SupplyDepot";NA;16;0
"Unit";"Marine";"Barracks";19;1
"Unit";"Marine";"Barracks";21;1
"Unit";"SCV";"Command Center";21;1
"Building";"Bunker";NA;21;0
"Unit";"Marine";"Barracks";22;1
"Building";"Refinery";NA;22;0
"Unit";"SCV";"Command Center";23;1
"Building";"Refinery";NA;23;0
"Building";"Factory";NA;21;0
"Unit";"SCV";"Command Center";25;1
"Building";"CommandCenter";NA;21;0
"Unit";"SCV";"Command Center";25;1
"Building";"FactoryTechLab";NA;26;0
"Building";"BarracksReactor";NA;25;0
"Building";"Factory";NA;24;0
"Unit";"SCV";"Command Center";27;1
"Building";"EngineeringBay";NA;27;0
"Unit";"SCV";"Command Center";28;1
"Unit";"SCV";"Command Center";28;1
"Building";"SupplyDepot";NA;28;0
"Unit";"SCV";"Command Center";28;1
"Unit";"Cyclone";"Factory";28;3
"Unit";"SCV";"Command Center";30;1
"Building";"MissileTurret";NA;30;0
"Building";"MissileTurret";NA;30;0
"Unit";"SCV";"Command Center";34;1
"Unit";"SCV";"Command Center";34;1
"Unit";"SCV";"Command Center";37;1
"Unit";"SCV";"Command Center";37;1
"Building";"SupplyDepot";NA;37;0
"Unit";"Cyclone";"Factory";37;3
"Unit";"Cyclone";"Factory";37;3
"Unit";"SCV";"Command Center";39;1
"Unit";"SCV";"Command Center";42;1
"Building";"BarracksTechLab";NA;39;0
"Unit";"SCV";"Command Center";47;1
"Unit";"SCV";"Command Center";47;1
"Building";"Starport";NA;42;0
"Unit";"Cyclone";"Factory";47;3
