"type";"unit_name";"on_building";"total_supply_lag"
"Unit";"Overlord";"Larva";13
"Building";"Hatchery";NA;17
"Building";"SpawningPool";NA;18
"Building";"Extractor";NA;18
"Unit";"Overlord";"Larva";22
"Unit";"Queen";"Hatchery";23
"Unit";"Zergling";"Larva";25
"Unit";"Zergling";"Larva";26
"Unit";"Queen";"Hatchery";27
"Building";"Hatchery";NA;34
"Unit";"Queen";"Hatchery";34
"Unit";"Overlord";"Larva";38
"Building";"CreepTumorQueen";NA;45
"Building";"EvolutionChamber";NA;47
"Unit";"Overlord";"Larva";47
"Unit";"Zergling";"Larva";47
"Unit";"Zergling";"Larva";48
"Unit";"Zergling";"Larva";49
"Unit";"Zergling";"Larva";50
"Unit";"Zergling";"Larva";51
"Unit";"Zergling";"Larva";52
"Building";"CreepTumor";NA;53
"Unit";"Queen";"Hatchery";53
"Unit";"Overlord";"Larva";55
"Building";"CreepTumorQueen";NA;55
"Unit";"Zergling";"Larva";55
"Unit";"Zergling";"Larva";56
"Unit";"Zergling";"Larva";57
"Unit";"Zergling";"Larva";58
"Unit";"Zergling";"Larva";59
"Unit";"Zergling";"Larva";60
"Unit";"Queen";"Hatchery";61
"Unit";"Zergling";"Larva";63
"Unit";"Zergling";"Larva";64
"Unit";"Zergling";"Larva";65
"Unit";"Zergling";"Larva";66
"Unit";"Zergling";"Larva";67
"Unit";"Zergling";"Larva";68
"Unit";"Zergling";"Larva";69
"Unit";"Zergling";"Larva";70
"Unit";"Zergling";"Larva";71
"Unit";"Zergling";"Larva";72
"Unit";"Zergling";"Larva";73
"Unit";"Zergling";"Larva";74
"Unit";"Zergling";"Larva";75
"Unit";"Zergling";"Larva";76
"Unit";"Zergling";"Larva";77
"Unit";"Zergling";"Larva";78
"Unit";"Zergling";"Larva";79
"Unit";"Zergling";"Larva";80
"Unit";"Zergling";"Larva";81
"Unit";"Zergling";"Larva";82
"Unit";"Zergling";"Larva";83
"Unit";"Zergling";"Larva";84
"Unit";"Zergling";"Larva";85
"Unit";"Zergling";"Larva";86
"Unit";"Overlord";"Larva";87
"Unit";"Overlord";"Larva";90
"Unit";"Queen";"Hatchery";90
"Unit";"Overlord";"Larva";100
"Unit";"Overlord";"Larva";113
"Building";"Extractor";NA;113
"Building";"Extractor";NA;113
"Unit";"Overlord";"Larva";113
"Unit";"Overlord";"Larva";113
"Building";"RoachWarren";NA;115
"Building";"Extractor";NA;115
"Building";"CreepTumorQueen";NA;118
"Unit";"Queen";"Hatchery";118
"Unit";"Queen";"Hatchery";120
"Unit";"Zergling";"Larva";122
"Unit";"Zergling";"Larva";123
"Unit";"Zergling";"Larva";124
"Unit";"Zergling";"Larva";125
"Unit";"Zergling";"Larva";126
"Unit";"Zergling";"Larva";127
"Unit";"Zergling";"Larva";128
"Unit";"Zergling";"Larva";129
"Unit";"Zergling";"Larva";130
"Unit";"Zergling";"Larva";131
"Unit";"Zergling";"Larva";132
"Unit";"Zergling";"Larva";133
"Unit";"Zergling";"Larva";134
"Unit";"Zergling";"Larva";135
"Unit";"Zergling";"Larva";136
"Unit";"Zergling";"Larva";137
"Unit";"Zergling";"Larva";138
"Unit";"Zergling";"Larva";139
"Unit";"Overlord";"Larva";140
"Unit";"Overlord";"Larva";140
"Unit";"Overlord";"Larva";140
"Building";"Extractor";NA;143
"Building";"Hatchery";NA;146
"Unit";"Overlord";"Larva";146
"Building";"CreepTumor";NA;146
"Building";"CreepTumorQueen";NA;146
"Building";"CreepTumor";NA;146
"Unit";"Roach";"Larva";146
"Unit";"Roach";"Larva";148
"Unit";"Roach";"Larva";150
"Unit";"Roach";"Larva";152
"Unit";"Roach";"Larva";154
"Unit";"Roach";"Larva";156
"Unit";"Roach";"Larva";158
"Unit";"Roach";"Larva";160
"Unit";"Roach";"Larva";162
"Upgrade";"GlialReconstitution";"RoachWarren";164
"Unit";"Roach";"Larva";164
"Unit";"Roach";"Larva";166
"Unit";"Roach";"Larva";168
"Unit";"Roach";"Larva";170
"Unit";"Roach";"Larva";172
"Unit";"Roach";"Larva";174
"Unit";"Roach";"Larva";176
"Unit";"Roach";"Larva";178
"Building";"CreepTumor";NA;180
"Unit";"Roach";"Larva";180
"Building";"CreepTumorQueen";NA;182
"Building";"CreepTumor";NA;182
"Unit";"Overlord";"Larva";182
"Unit";"Overlord";"Larva";182
"Unit";"Overlord";"Larva";182
"Building";"CreepTumor";NA;182
"Unit";"Overlord";"Larva";182
"Unit";"Overlord";"Larva";182
"Unit";"Roach";"Larva";182
"Unit";"Roach";"Larva";184
"Unit";"Roach";"Larva";186
"Unit";"Roach";"Larva";188
"Unit";"Roach";"Larva";190
"Unit";"Roach";"Larva";192
"Unit";"Roach";"Larva";194
"Unit";"Roach";"Larva";196
"Unit";"Roach";"Larva";198
"Unit";"Roach";"Larva";200
"Unit";"Roach";"Larva";202
"Unit";"Roach";"Larva";204
"Unit";"Roach";"Larva";206
"Unit";"Roach";"Larva";208
"Unit";"Roach";"Larva";210
"Unit";"Roach";"Larva";212
"Unit";"Roach";"Larva";214
"Unit";"Roach";"Larva";216
"Unit";"Roach";"Larva";218
"Unit";"Roach";"Larva";220
"Unit";"Roach";"Larva";222
"Unit";"Roach";"Larva";224
"Unit";"Roach";"Larva";226
"Unit";"Roach";"Larva";228
"Unit";"Roach";"Larva";230
"Unit";"Roach";"Larva";232
"Unit";"Roach";"Larva";234
"Unit";"Roach";"Larva";236
"Unit";"Roach";"Larva";238
"Unit";"Roach";"Larva";240
"Unit";"Zergling";"Larva";242
"Unit";"Zergling";"Larva";243
"Unit";"Zergling";"Larva";244
"Unit";"Zergling";"Larva";245
"Unit";"Zergling";"Larva";246
"Unit";"Zergling";"Larva";247
"Unit";"Zergling";"Larva";248
"Unit";"Zergling";"Larva";249
"Unit";"Zergling";"Larva";250
"Unit";"Zergling";"Larva";251
"Unit";"Zergling";"Larva";252
"Unit";"Zergling";"Larva";253
"Unit";"Zergling";"Larva";254
"Unit";"Zergling";"Larva";255
"Unit";"Zergling";"Larva";256
"Unit";"Zergling";"Larva";257
"Unit";"Zergling";"Larva";258
"Unit";"Zergling";"Larva";259
"Unit";"Zergling";"Larva";260
"Unit";"Zergling";"Larva";261
"Unit";"Zergling";"Larva";262
"Unit";"Zergling";"Larva";263
"Unit";"Roach";"Larva";264
"Unit";"Roach";"Larva";266
"Unit";"Roach";"Larva";268
"Unit";"Roach";"Larva";270
"Unit";"Roach";"Larva";272
"Unit";"Roach";"Larva";274
"Unit";"Roach";"Larva";276
"Unit";"Roach";"Larva";278
"Unit";"Roach";"Larva";280
"Unit";"Roach";"Larva";282
"Unit";"Roach";"Larva";284
"Unit";"Roach";"Larva";286
"Unit";"Roach";"Larva";288
"Unit";"Roach";"Larva";290
"Unit";"Roach";"Larva";292
"Unit";"Roach";"Larva";294
"Unit";"Roach";"Larva";296
"Unit";"Roach";"Larva";298
"Unit";"Zergling";"Larva";300
"Unit";"Zergling";"Larva";301
"Unit";"Zergling";"Larva";302
"Unit";"Zergling";"Larva";303
"Unit";"Zergling";"Larva";304
"Unit";"Zergling";"Larva";305
"Unit";"Zergling";"Larva";306
"Unit";"Zergling";"Larva";307
"Unit";"Zergling";"Larva";308
"Unit";"Zergling";"Larva";309
"Unit";"Zergling";"Larva";310
"Unit";"Zergling";"Larva";311
"Unit";"Roach";"Larva";312
"Unit";"Roach";"Larva";314
"Unit";"Roach";"Larva";316
"Unit";"Roach";"Larva";318
"Unit";"Roach";"Larva";320
"Unit";"Roach";"Larva";322
"Unit";"Roach";"Larva";324
"Unit";"Roach";"Larva";326
"Unit";"Roach";"Larva";328
"Unit";"Roach";"Larva";330
"Unit";"Zergling";"Larva";332
"Unit";"Zergling";"Larva";333
"Unit";"Zergling";"Larva";334
"Unit";"Zergling";"Larva";335
"Unit";"Zergling";"Larva";336
"Unit";"Zergling";"Larva";337
"Unit";"Zergling";"Larva";338
"Unit";"Zergling";"Larva";339
"Unit";"Zergling";"Larva";340
"Unit";"Zergling";"Larva";341
"Unit";"Zergling";"Larva";342
"Unit";"Zergling";"Larva";343
"Unit";"Roach";"Larva";344
"Unit";"Roach";"Larva";346
"Unit";"Roach";"Larva";348
"Unit";"Roach";"Larva";350
"Unit";"Roach";"Larva";352
"Unit";"Roach";"Larva";354
"Unit";"Roach";"Larva";356
"Unit";"Roach";"Larva";358
"Upgrade";"Burrow";"Hatchery";360
"Unit";"Roach";"Larva";360
"Building";"HydraliskDen";NA;362
"Unit";"Zergling";"Larva";362
"Unit";"Zergling";"Larva";363
"Unit";"Zergling";"Larva";364
"Unit";"Zergling";"Larva";365
"Unit";"Zergling";"Larva";366
"Unit";"Zergling";"Larva";367
"Unit";"Zergling";"Larva";368
"Unit";"Zergling";"Larva";369
"Unit";"Zergling";"Larva";370
"Unit";"Zergling";"Larva";371
"Unit";"Zergling";"Larva";372
"Unit";"Zergling";"Larva";373
"Unit";"Zergling";"Larva";374
"Unit";"Zergling";"Larva";375
"Unit";"Zergling";"Larva";376
"Unit";"Zergling";"Larva";377
"Unit";"Zergling";"Larva";378
"Unit";"Zergling";"Larva";379
"Unit";"Zergling";"Larva";380
"Unit";"Zergling";"Larva";381
"Unit";"Zergling";"Larva";382
"Unit";"Zergling";"Larva";383
"Unit";"Zergling";"Larva";384
"Unit";"Zergling";"Larva";385
"Unit";"Zergling";"Larva";386
"Unit";"Zergling";"Larva";387
"Unit";"Zergling";"Larva";388
"Unit";"Zergling";"Larva";389
"Unit";"Zergling";"Larva";390
"Unit";"Zergling";"Larva";391
"Unit";"Zergling";"Larva";392
"Unit";"Zergling";"Larva";393
"Unit";"Hydralisk";"Larva";394
"Unit";"Hydralisk";"Larva";396
"Unit";"Hydralisk";"Larva";398
"Unit";"Hydralisk";"Larva";400
"Unit";"Hydralisk";"Larva";402
"Unit";"Hydralisk";"Larva";404
"Unit";"Hydralisk";"Larva";406
"Unit";"Hydralisk";"Larva";408
"Unit";"Hydralisk";"Larva";410
"Unit";"Hydralisk";"Larva";412
"Unit";"Hydralisk";"Larva";414
"Unit";"Zergling";"Larva";416
"Unit";"Zergling";"Larva";417
"Unit";"Zergling";"Larva";418
"Unit";"Zergling";"Larva";419
"Unit";"Zergling";"Larva";420
"Unit";"Zergling";"Larva";421
"Unit";"Zergling";"Larva";422
"Unit";"Zergling";"Larva";423
"Unit";"Zergling";"Larva";424
"Unit";"Zergling";"Larva";425
"Unit";"Zergling";"Larva";426
"Unit";"Zergling";"Larva";427
"Unit";"Zergling";"Larva";428
"Unit";"Zergling";"Larva";429
"Unit";"Zergling";"Larva";430
"Unit";"Zergling";"Larva";431
"Unit";"Hydralisk";"Larva";432
"Unit";"Hydralisk";"Larva";434
"Unit";"Hydralisk";"Larva";436
"Unit";"Hydralisk";"Larva";438
"Unit";"Hydralisk";"Larva";440
"Unit";"Hydralisk";"Larva";442
"Unit";"Hydralisk";"Larva";444
"Unit";"Hydralisk";"Larva";446
"Unit";"Hydralisk";"Larva";448
"Unit";"Zergling";"Larva";450
"Unit";"Zergling";"Larva";451
"Unit";"Zergling";"Larva";452
"Unit";"Zergling";"Larva";453
"Unit";"Zergling";"Larva";454
"Unit";"Zergling";"Larva";455
"Unit";"Zergling";"Larva";456
"Unit";"Zergling";"Larva";457
"Unit";"Zergling";"Larva";458
"Unit";"Zergling";"Larva";459
"Unit";"Zergling";"Larva";460
"Unit";"Zergling";"Larva";461
"Unit";"Zergling";"Larva";462
"Unit";"Zergling";"Larva";463
"Unit";"Zergling";"Larva";464
"Unit";"Zergling";"Larva";465
"Unit";"Zergling";"Larva";466
"Unit";"Zergling";"Larva";467
"Unit";"Hydralisk";"Larva";468
"Unit";"Overlord";"Larva";470
"Unit";"Hydralisk";"Larva";470
"Unit";"Zergling";"Larva";472
"Unit";"Zergling";"Larva";473
"Unit";"Zergling";"Larva";474
"Unit";"Zergling";"Larva";475
"Unit";"Zergling";"Larva";476
"Unit";"Zergling";"Larva";477
"Unit";"Zergling";"Larva";478
"Unit";"Zergling";"Larva";479
"Unit";"Zergling";"Larva";480
"Unit";"Zergling";"Larva";481
"Unit";"Overlord";"Larva";482
"Unit";"Zergling";"Larva";482
"Unit";"Zergling";"Larva";483
"Unit";"Roach";"Larva";484
"Unit";"Roach";"Larva";486
"Unit";"Roach";"Larva";488
"Unit";"Roach";"Larva";490
"Unit";"Roach";"Larva";492
"Unit";"Roach";"Larva";494
"Unit";"Roach";"Larva";496
"Unit";"Roach";"Larva";498
"Unit";"Roach";"Larva";500
"Unit";"Roach";"Larva";502
"Unit";"Roach";"Larva";504
"Unit";"Roach";"Larva";506
"Unit";"Roach";"Larva";508
"Unit";"Roach";"Larva";510
"Unit";"Roach";"Larva";512
"Unit";"Overlord";"Larva";514
"Unit";"Overlord";"Larva";514
"Unit";"Roach";"Larva";514
"Unit";"Overlord";"Larva";516
"Unit";"Roach";"Larva";516
"Unit";"Roach";"Larva";518
"Unit";"Roach";"Larva";520
"Unit";"Roach";"Larva";522
"Unit";"Roach";"Larva";524
"Unit";"Roach";"Larva";526
"Unit";"Roach";"Larva";528
"Unit";"Roach";"Larva";530
"Unit";"Zergling";"Larva";532
"Unit";"Zergling";"Larva";533
"Upgrade";"SprayZerg";NA;534
"Upgrade";"SprayZerg";NA;534
"Upgrade";"SprayZerg";NA;534
"Upgrade";"zerglingmovementspeed";NA;534
"Upgrade";"SprayZerg";NA;534
"Upgrade";"ZergMeleeWeaponsLevel1";NA;534
"Upgrade";"SprayZerg";NA;534
"Upgrade";"SprayZerg";NA;534
"Upgrade";"ZergMissileWeaponsLevel1";NA;534
"Upgrade";"ZergMissileWeaponsLevel2";NA;534
"Upgrade";"EvolveMuscularAugments";NA;534
"Upgrade";"SprayZerg";NA;534
