"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Pylon";NA;14;0
"Building";"Gateway";NA;16;0
"Building";"Assimilator";NA;16;0
"Building";"Assimilator";NA;17;0
"Building";"CyberneticsCore";NA;20;0
"Building";"Pylon";NA;22;0
"Unit";"Adept";"Gateway";22;2
"Building";"RoboticsFacility";NA;24;0
"Building";"RoboticsFacility";NA;24;0
"Building";"Pylon";NA;25;0
"Building";"Pylon";NA;25;0
"Unit";"Adept";"Gateway";25;2
"Unit";"Immortal";"Robotics Facility";27;4
"Unit";"Adept";"Gateway";31;2
"Unit";"Immortal";"Robotics Facility";33;4
"Unit";"Immortal";"Robotics Facility";37;4
"Building";"Pylon";NA;41;0
"Building";"Gateway";NA;41;0
"Unit";"Immortal";"Robotics Facility";41;4
"Unit";"Immortal";"Robotics Facility";45;4
"Unit";"Observer";"Robotics Facility";49;1
"Unit";"Stalker";"Gateway";50;2
"Unit";"Observer";"Robotics Facility";52;1
"Unit";"Immortal";"Robotics Facility";53;4
"Building";"Pylon";NA;57;0
"Building";"Pylon";NA;57;0
"Unit";"Immortal";"Robotics Facility";57;4
"Unit";"Stalker";"Gateway";61;2
"Unit";"Stalker";"Gateway";63;2
"Unit";"Immortal";"Robotics Facility";65;4
"Unit";"Adept";"Gateway";69;2
"Unit";"Adept";"Gateway";71;2
"Upgrade";"WarpGateResearch";NA;73;0
