"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Pylon";NA;14;0
"Building";"Nexus";NA;18;0
"Building";"Gateway";NA;18;0
"Building";"Assimilator";NA;19;0
"Building";"Assimilator";NA;20;0
"Building";"Gateway";NA;21;0
"Building";"CyberneticsCore";NA;22;0
"Unit";"Adept";"Gateway";26;2
"Unit";"Adept";"Gateway";28;2
"Building";"Pylon";NA;32;0
"Unit";"Adept";"Gateway";34;2
"Unit";"Adept";"Gateway";36;2
"Building";"Stargate";NA;38;0
"Building";"Pylon";NA;41;0
"Unit";"Adept";"Gateway";42;2
"Unit";"Adept";"Gateway";44;2
"Unit";"Oracle";"Stargate";48;3
"Building";"Assimilator";NA;53;0
"Building";"Assimilator";NA;53;0
"Building";"Pylon";NA;53;0
"Unit";"Oracle";"Stargate";57;3
"Building";"Pylon";NA;62;0
"Building";"Gateway";NA;62;0
"Building";"RoboticsFacility";NA;64;0
"Unit";"Phoenix";"Stargate";64;2
"Unit";"Adept";"Gateway";68;2
"Unit";"Adept";"Gateway";70;2
"Building";"Pylon";NA;72;0
"Building";"TwilightCouncil";NA;72;0
"Building";"Nexus";NA;74;0
"Building";"Pylon";NA;76;0
"Unit";"Immortal";"Robotics Facility";76;4
"Unit";"Adept";"Gateway";80;2
"Unit";"Adept";"Gateway";82;2
"Building";"Forge";NA;86;0
"Unit";"Sentry";"Gateway";87;2
"Unit";"Sentry";"Gateway";89;2
"Unit";"Sentry";"Gateway";91;2
"Building";"ShieldBattery";NA;94;0
"Unit";"Immortal";"Robotics Facility";94;4
"Building";"Pylon";NA;99;0
"Upgrade";"Charge";"TwilightCouncil";100;0
"Building";"RoboticsBay";NA;103;0
"Building";"Pylon";NA;104;0
"Unit";"Sentry";"Gateway";105;2
"Unit";"Observer";"Robotics Facility";108;1
"Building";"Assimilator";NA;109;0
"Building";"Assimilator";NA;110;0
"Building";"Gateway";NA;111;0
"Upgrade";"ProtossGroundWeaponsLevel1";"Forge";111;0
"Building";"Pylon";NA;112;0
"Building";"Pylon";NA;112;0
"Building";"Pylon";NA;113;0
"Unit";"Colossus";"Robotics Facility";113;6
"Building";"RoboticsFacility";NA;119;0
"Unit";"Stalker";"Gateway";119;2
"Unit";"Stalker";"Gateway";121;2
"Unit";"Stalker";"Gateway";123;2
"Building";"Gateway";NA;125;0
"Building";"Gateway";NA;125;0
"Building";"Gateway";NA;125;0
"Building";"Gateway";NA;125;0
"Unit";"Stalker";"Gateway";125;2
"Unit";"Stalker";"Gateway";127;2
"Unit";"Stalker";"Gateway";129;2
"Unit";"Phoenix";"Stargate";131;2
"Building";"Nexus";NA;133;0
"Unit";"Colossus";"Robotics Facility";133;6
"Building";"Pylon";NA;139;0
"Unit";"Colossus";"Robotics Facility";139;6
"Upgrade";"ExtendedThermalLance";"RoboticsBay";145;0
"Building";"Pylon";NA;145;0
"Unit";"Stalker";"Gateway";148;2
"Unit";"Stalker";"Gateway";150;2
"Unit";"Stalker";"Gateway";152;2
"Building";"OracleStasisTrap";NA;154;0
"Building";"PhotonCannon";NA;154;0
"Upgrade";"ProtossGroundWeaponsLevel2";"Forge";154;0
"Unit";"Stalker";"Gateway";154;2
"Unit";"Stalker";"Gateway";156;2
"Unit";"Stalker";"Gateway";158;2
"Unit";"Stalker";"Gateway";160;2
"Building";"OracleStasisTrap";NA;162;0
"Building";"PhotonCannon";NA;162;0
"Unit";"Colossus";"Robotics Facility";162;6
"Building";"Assimilator";NA;168;0
"Unit";"Stalker";"Gateway";168;2
"Building";"Assimilator";NA;170;0
"Unit";"Colossus";"Robotics Facility";170;6
"Unit";"Stalker";"Gateway";176;2
"Unit";"Stalker";"Gateway";178;2
"Building";"Pylon";NA;180;0
"Unit";"Stalker";"Gateway";180;2
"Unit";"Stalker";"Gateway";182;2
"Unit";"Stalker";"Gateway";184;2
"Building";"Pylon";NA;186;0
"Building";"Pylon";NA;186;0
"Building";"Pylon";NA;186;0
"Unit";"Stalker";"Gateway";186;2
"Unit";"Stalker";"Gateway";188;2
"Unit";"Stalker";"Gateway";190;2
"Unit";"Stalker";"Gateway";192;2
"Unit";"Stalker";"Gateway";194;2
"Unit";"Stalker";"Gateway";196;2
"Unit";"Stalker";"Gateway";198;2
"Unit";"Stalker";"Gateway";200;2
"Unit";"Stalker";"Gateway";202;2
"Unit";"Stalker";"Gateway";204;2
"Unit";"Stalker";"Gateway";206;2
"Unit";"Sentry";"Gateway";208;2
"Unit";"Stalker";"Gateway";210;2
"Building";"OracleStasisTrap";NA;212;0
"Unit";"Stalker";"Gateway";212;2
"Unit";"Stalker";"Gateway";214;2
"Unit";"Stalker";"Gateway";216;2
"Unit";"Stalker";"Gateway";218;2
"Unit";"Stalker";"Gateway";220;2
"Upgrade";"ProtossGroundWeaponsLevel3";"Forge";222;0
"Unit";"Colossus";"Robotics Facility";222;6
"Unit";"Colossus";"Robotics Facility";228;6
"Unit";"Stalker";"Gateway";234;2
"Unit";"Stalker";"Gateway";236;2
"Unit";"Stalker";"Gateway";238;2
"Unit";"Stalker";"Gateway";240;2
"Unit";"Stalker";"Gateway";242;2
"Unit";"Stalker";"Gateway";244;2
"Unit";"Stalker";"Gateway";252;2
"Unit";"Stalker";"Gateway";254;2
"Unit";"Sentry";"Gateway";257;2
"Unit";"Sentry";"Gateway";259;2
"Unit";"Sentry";"Gateway";261;2
"Unit";"Sentry";"Gateway";263;2
"Unit";"Sentry";"Gateway";265;2
"Unit";"Sentry";"Gateway";267;2
"Unit";"Colossus";"Robotics Facility";269;6
"Unit";"Observer";"Robotics Facility";275;1
"Unit";"Stalker";"Gateway";276;2
"Unit";"Stalker";"Gateway";278;2
"Unit";"Colossus";"Robotics Facility";280;6
"Unit";"Stalker";"Gateway";286;2
"Unit";"Stalker";"Gateway";288;2
"Unit";"Stalker";"Gateway";290;2
"Unit";"Stalker";"Gateway";292;2
"Unit";"Stalker";"Gateway";294;2
"Unit";"Stalker";"Gateway";296;2
"Building";"Nexus";NA;298;0
"Building";"Pylon";NA;298;0
"Unit";"Stalker";"Gateway";298;2
"Unit";"Colossus";"Robotics Facility";300;6
"Unit";"Stalker";"Gateway";306;2
"Unit";"Stalker";"Gateway";308;2
"Unit";"Stalker";"Gateway";310;2
"Unit";"Stalker";"Gateway";312;2
"Unit";"Stalker";"Gateway";314;2
"Unit";"Stalker";"Gateway";316;2
"Unit";"Stalker";"Gateway";318;2
"Unit";"Stalker";"Gateway";320;2
"Unit";"Stalker";"Gateway";322;2
"Unit";"Stalker";"Gateway";324;2
"Unit";"Stalker";"Gateway";326;2
"Unit";"Stalker";"Gateway";328;2
"Unit";"Stalker";"Gateway";330;2
