"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";19;1
"Unit";"Marine";"Barracks";19;1
"Building";"SupplyDepot";NA;20;0
"Unit";"Marine";"Barracks";20;1
"Building";"Factory";NA;19;0
"Unit";"Marine";"Barracks";22;1
"Unit";"SCV";"Command Center";22;1
"Building";"Refinery";NA;22;0
"Unit";"SCV";"Command Center";24;1
"Unit";"Hellion";"Factory";22;2
"Building";"Starport";NA;22;0
"Unit";"Marine";"Barracks";24;1
"Building";"SupplyDepot";NA;24;0
"Unit";"Hellion";"Factory";25;2
"Unit";"SCV";"Command Center";28;1
"Unit";"Marine";"Barracks";28;1
