"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Refinery";NA;15;0
"Building";"Barracks";NA;16;0
"Unit";"Marine";"Barracks";19;1
"Building";"Refinery";NA;20;0
"Building";"Factory";NA;20;0
"Unit";"Marine";"Barracks";20;1
"Unit";"Marine";"Barracks";22;1
"Building";"Starport";NA;25;0
"Unit";"Marine";"Barracks";25;1
"Unit";"Cyclone";"Factory";26;3
"Unit";"Marine";"Barracks";30;1
"Unit";"Medivac";"Starport";32;2
"Unit";"Marine";"Barracks";34;1
"Unit";"Cyclone";"Factory";35;3
"Unit";"Liberator";"Starport";40;3
"Upgrade";"SprayTerran";NA;45;0
