"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Pylon";NA;14;0
"Building";"Gateway";NA;17;0
"Building";"Assimilator";NA;17;0
"Building";"Nexus";NA;20;0
"Building";"CyberneticsCore";NA;20;0
"Building";"Assimilator";NA;21;0
"Building";"Pylon";NA;22;0
"Unit";"Adept";"Gateway";23;2
"Building";"Stargate";NA;25;0
"Unit";"Adept";"Gateway";27;2
"Unit";"Phoenix";"Stargate";32;2
"Unit";"Oracle";"Stargate";37;3
"Building";"Pylon";NA;41;0
"Unit";"Oracle";"Stargate";44;3
"Building";"Assimilator";NA;47;0
"Building";"Assimilator";NA;48;0
"Building";"Gateway";NA;48;0
"Building";"Pylon";NA;49;0
"Building";"RoboticsFacility";NA;51;0
"Building";"TwilightCouncil";NA;55;0
"Building";"Gateway";NA;57;0
"Building";"Gateway";NA;57;0
"Building";"Gateway";NA;57;0
"Building";"Gateway";NA;57;0
"Building";"Pylon";NA;57;0
"Building";"TemplarArchive";NA;57;0
"Unit";"Zealot";"Gateway";57;2
"Upgrade";"Charge";"TwilightCouncil";59;0
"Building";"Pylon";NA;59;0
"Unit";"Zealot";"Gateway";59;2
"Unit";"Zealot";"Gateway";61;2
"Building";"Pylon";NA;63;0
"Unit";"Observer";"Robotics Facility";63;1
"Building";"HighTemplar";NA;64;0
"Building";"HighTemplar";NA;64;0
"Building";"HighTemplar";NA;64;0
"Building";"HighTemplar";NA;64;0
"Unit";"Archon";"High Templar";64;0
"Building";"Pylon";NA;64;0
"Unit";"Archon";"High Templar";64;0
"Building";"Pylon";NA;64;0
"Unit";"Zealot";"Gateway";64;2
"Unit";"Zealot";"Gateway";66;2
"Unit";"Zealot";"Gateway";68;2
"Unit";"Zealot";"Gateway";70;2
"Unit";"Zealot";"Gateway";72;2
"Unit";"Zealot";"Gateway";74;2
"Unit";"Zealot";"Gateway";76;2
"Unit";"Zealot";"Gateway";78;2
"Upgrade";"SprayProtoss";NA;80;0
"Upgrade";"SprayProtoss";NA;80;0
"Upgrade";"WarpGateResearch";NA;80;0
"Upgrade";"SprayProtoss";NA;80;0
