"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Building";"Refinery";NA;16;0
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Building";"SupplyDepot";NA;19;0
"Unit";"SCV";"Command Center";19;1
"Building";"BarracksReactor";NA;19;0
"Building";"Factory";NA;19;0
"Building";"SupplyDepot";NA;19;0
"Unit";"Marine";"Barracks";20;1
"Unit";"Marine";"Barracks";20;1
"Unit";"Hellion";"Factory";20;2
"Unit";"SCV";"Command Center";20;1
"Building";"SupplyDepot";NA;25;0
"Unit";"SCV";"Command Center";25;1
"Unit";"Cyclone";"Factory";25;3
"Unit";"Cyclone";"Factory";25;3
"Building";"BarracksTechLab";NA;25;0
"Unit";"SCV";"Command Center";25;1
"Unit";"SCV";"Command Center";33;1
"Unit";"Cyclone";"Factory";33;3
"Unit";"SCV";"Command Center";33;1
"Building";"Starport";NA;33;0
"Unit";"Cyclone";"Factory";33;3
"Unit";"SCV";"Command Center";37;1
"Building";"CommandCenter";NA;25;0
"Building";"BarracksReactor";NA;33;0
"Building";"SupplyDepot";NA;38;0
"Unit";"SCV";"Command Center";41;1
"Unit";"SCV";"Command Center";43;1
"Unit";"Marine";"Barracks";43;1
"Unit";"Marine";"Barracks";43;1
"Building";"FactoryTechLab";NA;43;0
"Unit";"Banshee";"Starport";41;3
"Unit";"SCV";"Command Center";43;1
"Unit";"SCV";"Command Center";46;1
"Building";"SupplyDepot";NA;43;0
"Unit";"SCV";"Command Center";49;1
"Unit";"SCV";"Command Center";52;1
"Unit";"SCV";"Command Center";52;1
"Unit";"Marine";"Barracks";51;1
"Unit";"Marine";"Barracks";51;1
"Unit";"SCV";"Command Center";52;1
