"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Building";"Refinery";NA;16;0
"Unit";"SCV";"Command Center";18;1
"Building";"Barracks";NA;15;0
"Unit";"Reaper";"Barracks";19;1
"Building";"SupplyDepot";NA;19;0
"Unit";"SCV";"Command Center";19;1
"Building";"Factory";NA;19;0
"Unit";"SCV";"Command Center";21;1
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";21;1
"Unit";"Cyclone";"Factory";21;3
"Unit";"Marine";"Barracks";23;1
"Building";"SupplyDepot";NA;22;0
"Unit";"SCV";"Command Center";23;1
"Building";"Starport";NA;21;0
"Unit";"SCV";"Command Center";28;1
"Unit";"Marine";"Barracks";28;1
"Unit";"SCV";"Command Center";30;1
"Unit";"Cyclone";"Factory";29;3
"Building";"SupplyDepot";NA;30;0
"Unit";"Marine";"Barracks";32;1
"Unit";"SCV";"Command Center";35;1
"Unit";"Liberator";"Starport";29;3
"Unit";"Cyclone";"Factory";37;3
"Unit";"SCV";"Command Center";40;1
"Unit";"Marine";"Barracks";40;1
"Building";"SupplyDepot";NA;40;0
"Unit";"Marine";"Barracks";45;1
"Unit";"Marine";"Barracks";45;1
"Unit";"SCV";"Command Center";46;1
"Unit";"SCV";"Command Center";47;1
"Unit";"Marine";"Barracks";46;1
"Unit";"Cyclone";"Factory";46;3
"Building";"CommandCenter";NA;40;0
"Unit";"Liberator";"Starport";46;3
"Building";"Barracks";NA;46;0
"Unit";"Marine";"Barracks";53;1
"Building";"Bunker";NA;53;0
"Unit";"Cyclone";"Factory";56;3
