"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";18;1
"Building";"Barracks";NA;15;0
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";19;1
"Unit";"SCV";"Command Center";21;1
"Building";"Refinery";NA;20;0
"Unit";"SCV";"Command Center";21;1
"Building";"Factory";NA;19;0
"Building";"SupplyDepot";NA;21;0
"Building";"BarracksReactor";NA;20;0
"Unit";"SCV";"Command Center";23;1
"Building";"CommandCenter";NA;19;0
"Unit";"SCV";"Command Center";23;1
"Unit";"Marine";"Barracks";23;1
"Unit";"Marine";"Barracks";23;1
"Unit";"SCV";"Command Center";27;1
"Unit";"Marine";"Barracks";25;1
"Building";"Starport";NA;23;0
"Unit";"Marine";"Barracks";26;1
"Unit";"SCV";"Command Center";27;1
"Unit";"SCV";"Command Center";30;1
"Unit";"Marine";"Barracks";28;1
"Unit";"Marine";"Barracks";29;1
"Unit";"SCV";"Command Center";31;1
"Unit";"SCV";"Command Center";31;1
"Unit";"Cyclone";"Factory";30;3
"Unit";"Marine";"Barracks";35;1
"Unit";"Marine";"Barracks";35;1
"Building";"SupplyDepot";NA;34;0
"Building";"FactoryTechLab";NA;39;0
"Unit";"SCV";"Command Center";39;1
"Unit";"SCV";"Command Center";39;1
"Building";"EngineeringBay";NA;39;0
"Unit";"SCV";"Command Center";41;1
"Unit";"SCV";"Command Center";42;1
"Unit";"Marine";"Barracks";41;1
"Unit";"SCV";"Command Center";43;1
"Unit";"SCV";"Command Center";46;1
"Unit";"Marine";"Barracks";46;1
"Unit";"Marine";"Barracks";46;1
"Unit";"SCV";"Command Center";47;1
"Unit";"SCV";"Command Center";47;1
