"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Pylon";NA;14;0
"Building";"Gateway";NA;16;0
"Building";"Assimilator";NA;17;0
"Building";"Nexus";NA;20;0
"Building";"CyberneticsCore";NA;20;0
"Building";"Assimilator";NA;21;0
"Building";"Pylon";NA;22;0
"Unit";"Adept";"Gateway";23;2
"Building";"TwilightCouncil";NA;26;0
"Unit";"Stalker";"Gateway";27;2
"Building";"Gateway";NA;38;0
"Building";"Gateway";NA;38;0
"Unit";"Adept";"Gateway";40;2
"Building";"Pylon";NA;42;0
"Building";"DarkShrine";NA;44;0
"Building";"Assimilator";NA;46;0
"Building";"Assimilator";NA;46;0
"Unit";"Stalker";"Gateway";48;2
"Unit";"Adept";"Gateway";50;2
"Unit";"Adept";"Gateway";52;2
"Building";"Pylon";NA;54;0
"Building";"Nexus";NA;54;0
"Building";"Pylon";NA;54;0
"Unit";"Adept";"Gateway";56;2
"Unit";"Adept";"Gateway";58;2
"Unit";"Adept";"Gateway";60;2
"Building";"RoboticsFacility";NA;64;0
"Building";"Pylon";NA;64;0
"Building";"DarkTemplar";NA;64;0
"Building";"DarkTemplar";NA;64;0
"Building";"DarkTemplar";NA;64;0
"Building";"Forge";NA;66;0
"Building";"Pylon";NA;66;0
"Unit";"Sentry";"Gateway";71;2
"Unit";"Sentry";"Gateway";73;2
"Unit";"Sentry";"Gateway";75;2
"Unit";"Immortal";"Robotics Facility";80;4
"Building";"Assimilator";NA;88;0
"Building";"Assimilator";NA;88;0
"Unit";"Adept";"Gateway";89;2
"Unit";"Adept";"Gateway";91;2
"Unit";"Adept";"Gateway";93;2
"Building";"Pylon";NA;96;0
"Unit";"Adept";"Gateway";98;2
"Unit";"Adept";"Gateway";100;2
"Unit";"Adept";"Gateway";102;2
"Upgrade";"SprayProtoss";NA;105;0
"Upgrade";"SprayProtoss";NA;105;0
"Upgrade";"WarpGateResearch";NA;105;0
"Upgrade";"SprayProtoss";NA;105;0
"Upgrade";"AdeptPiercingAttack";NA;105;0
"Upgrade";"SprayProtoss";NA;105;0
