"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Barracks";NA;16;0
"Building";"Refinery";NA;16;0
"Unit";"Reaper";"Barracks";19;1
"Building";"CommandCenter";NA;20;0
"Unit";"Marine";"Barracks";21;1
"Building";"Factory";NA;22;0
"Unit";"Marine";"Barracks";23;1
"Building";"Barracks";NA;25;0
"Building";"Refinery";NA;25;0
"Unit";"Marine";"Barracks";26;1
"Building";"Starport";NA;28;0
"Unit";"Marine";"Barracks";29;1
"Unit";"Marine";"Barracks";30;1
"Unit";"Medivac";"Starport";32;2
"Building";"BarracksTechLab";NA;35;0
"Building";"BarracksReactor";NA;35;0
"Building";"EngineeringBay";NA;38;0
"Unit";"Marine";"Barracks";39;1
"Building";"Bunker";NA;42;0
"Unit";"Marine";"Barracks";42;1
"Unit";"Marine";"Barracks";43;1
"Unit";"Marine";"Barracks";45;1
"Building";"MissileTurret";NA;46;0
"Building";"FactoryTechLab";NA;47;0
"Upgrade";"Stimpack";"TechLab";48;0
"Unit";"Marine";"Barracks";51;1
"Unit";"Marine";"Barracks";52;1
"Unit";"Marine";"Barracks";53;1
"Building";"Refinery";NA;55;0
"Unit";"Medivac";"Starport";55;2
"Upgrade";"TerranInfantryWeaponsLevel1";"EngineeringBay";57;0
"Unit";"Marine";"Barracks";58;1
"Unit";"Marine";"Barracks";59;1
"Unit";"Marine";"Barracks";60;1
"Unit";"Marine";"Barracks";63;1
"Unit";"Marine";"Barracks";64;1
"Unit";"Marine";"Barracks";65;1
"Building";"Bunker";NA;66;0
"Unit";"Medivac";"Starport";66;2
"Unit";"Marine";"Barracks";70;1
"Unit";"Marine";"Barracks";71;1
"Unit";"Marine";"Barracks";72;1
"Upgrade";"SprayTerran";NA;75;0
"Upgrade";"SprayTerran";NA;75;0
