"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Building";"Refinery";NA;16;0
"Unit";"SCV";"Command Center";16;1
"Building";"Barracks";NA;15;0
"Building";"SupplyDepot";NA;15;0
"Unit";"SCV";"Command Center";18;1
"Unit";"Marine";"Barracks";18;1
"Building";"Bunker";NA;18;0
"Building";"Bunker";NA;18;0
"Unit";"Reaper";"Barracks";20;1
"Unit";"SCV";"Command Center";20;1
"Building";"Refinery";NA;20;0
"Unit";"SCV";"Command Center";22;1
"Building";"Factory";NA;20;0
"Unit";"SCV";"Command Center";23;1
"Building";"SupplyDepot";NA;22;0
"Unit";"SCV";"Command Center";23;1
"Building";"BarracksReactor";NA;22;0
"Building";"SupplyDepot";NA;22;0
"Unit";"SCV";"Command Center";24;1
"Unit";"SCV";"Command Center";26;1
"Unit";"SCV";"Command Center";26;1
"Unit";"SCV";"Command Center";27;1
"Building";"BarracksTechLab";NA;27;0
"Unit";"Cyclone";"Factory";27;3
"Unit";"Cyclone";"Factory";27;3
"Unit";"SCV";"Command Center";28;1
"Building";"SupplyDepot";NA;28;0
"Building";"Starport";NA;27;0
"Unit";"SCV";"Command Center";35;1
"Unit";"Marauder";"Barracks";29;2
"Unit";"SCV";"Command Center";36;1
"Unit";"Hellion";"Factory";37;2
"Unit";"Hellion";"Factory";37;2
"Unit";"SCV";"Command Center";39;1
"Unit";"Medivac";"Starport";36;2
"Unit";"Marauder";"Barracks";39;2
"Unit";"SCV";"Command Center";44;1
"Building";"EngineeringBay";NA;40;0
"Building";"SupplyDepot";NA;47;0
"Building";"CommandCenter";NA;29;0
"Unit";"Marine";"Barracks";50;1
"Building";"SupplyDepot";NA;50;0
"Unit";"Hellion";"Factory";50;2
"Unit";"Hellion";"Factory";50;2
