"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Refinery";NA;15;0
"Building";"Barracks";NA;16;0
"Unit";"Reaper";"Barracks";19;1
"Building";"CommandCenter";NA;20;0
"Building";"Factory";NA;20;0
"Building";"BarracksReactor";NA;21;0
"Building";"Refinery";NA;22;0
"Building";"Starport";NA;24;0
"Unit";"Marine";"Barracks";24;1
"Unit";"Marine";"Barracks";25;1
"Unit";"Marine";"Barracks";28;1
"Unit";"Marine";"Barracks";29;1
"Unit";"Medivac";"Starport";31;2
"Unit";"Marine";"Barracks";35;1
"Unit";"Hellion";"Factory";36;2
"Unit";"Hellion";"Factory";38;2
"Unit";"Liberator";"Starport";44;3
"Unit";"Hellion";"Factory";49;2
"Unit";"Hellion";"Factory";51;2
"Building";"Armory";NA;55;0
"Unit";"Hellion";"Factory";57;2
"Unit";"Hellion";"Factory";59;2
"Building";"BarracksTechLab";NA;62;0
"Unit";"Hellion";"Factory";65;2
"Unit";"Hellion";"Factory";67;2
"Building";"CommandCenter";NA;69;0
"Unit";"Banshee";"Starport";71;3
"Unit";"Hellion";"Factory";76;2
"Unit";"Hellion";"Factory";78;2
"Building";"Refinery";NA;81;0
"Building";"Refinery";NA;82;0
"Building";"Factory";NA;83;0
"Unit";"Hellion";"Factory";83;2
"Building";"Factory";NA;85;0
"Unit";"Hellion";"Factory";86;2
"Unit";"Hellion";"Factory";90;2
"Unit";"Banshee";"Starport";92;3
"Building";"BarracksTechLab";NA;97;0
"Building";"Refinery";NA;97;0
"Building";"Refinery";NA;97;0
"Unit";"Hellion";"Factory";99;2
"Building";"Factory";NA;103;0
"Building";"Factory";NA;103;0
"Building";"Armory";NA;103;0
"Building";"FactoryTechLab";NA;103;0
"Unit";"Thor";"Factory";106;6
"Building";"StarportReactor";NA;115;0
"Building";"EngineeringBay";NA;118;0
"Unit";"Hellion";"Factory";118;2
"Unit";"Hellion";"Factory";120;2
"Unit";"Thor";"Factory";122;6
"Building";"FactoryReactor";NA;131;0
"Building";"FactoryTechLab";NA;131;0
"Unit";"Medivac";"Starport";133;2
"Unit";"Medivac";"Starport";135;2
"Unit";"Hellion";"Factory";137;2
"Unit";"Hellion";"Factory";139;2
"Unit";"Thor";"Factory";141;6
"Unit";"Hellion";"Factory";147;2
"Unit";"Hellion";"Factory";149;2
"Upgrade";"SprayTerran";NA;151;0
"Upgrade";"SprayTerran";NA;151;0
"Upgrade";"SprayTerran";NA;151;0
"Upgrade";"SprayTerran";NA;151;0
"Upgrade";"BansheeCloak";NA;151;0
"Upgrade";"TerranVehicleAndShipArmorsLevel1";NA;151;0
"Upgrade";"SprayTerran";NA;151;0
