"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Building";"Refinery";NA;16;0
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";18;1
"Building";"BarracksReactor";NA;19;0
"Building";"SupplyDepot";NA;20;0
"Building";"Factory";NA;19;0
"Unit";"SCV";"Command Center";20;1
"Unit";"SCV";"Command Center";20;1
"Unit";"SCV";"Command Center";22;1
"Unit";"Cyclone";"Factory";22;3
"Unit";"SCV";"Command Center";22;1
"Building";"SupplyDepot";NA;22;0
"Unit";"Cyclone";"Factory";22;3
"Building";"Armory";NA;21;0
"Unit";"SCV";"Command Center";30;1
"Unit";"Cyclone";"Factory";30;3
"Unit";"SCV";"Command Center";30;1
"Building";"SupplyDepot";NA;30;0
"Unit";"SCV";"Command Center";35;1
"Unit";"SCV";"Command Center";35;1
"Building";"SupplyDepot";NA;35;0
"Unit";"Cyclone";"Factory";35;3
"Unit";"SCV";"Command Center";36;1
"Unit";"SCV";"Command Center";41;1
"Unit";"Cyclone";"Factory";37;3
"Building";"Refinery";NA;40;0
"Building";"Refinery";NA;41;0
"Unit";"SCV";"Command Center";45;1
"Building";"CommandCenter";NA;31;0
"Unit";"Cyclone";"Factory";41;3
"Unit";"SCV";"Command Center";45;1
"Unit";"Cyclone";"Factory";45;3
"Unit";"SCV";"Command Center";49;1
"Upgrade";"TerranVehicleWeaponsLevel1";"Armory";36;0
"Unit";"SCV";"Command Center";53;1
"Unit";"Cyclone";"Factory";50;3
"Building";"SupplyDepot";NA;50;0
"Unit";"SCV";"Command Center";54;1
"Unit";"SCV";"Command Center";54;1
"Unit";"SCV";"Command Center";58;1
"Unit";"SCV";"Command Center";61;1
"Unit";"SCV";"Command Center";61;1
"Building";"Factory";NA;54;0
