"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";19;1
"Unit";"SCV";"Command Center";20;1
"Unit";"SCV";"Command Center";21;1
"Building";"SupplyDepot";NA;21;0
"Building";"Refinery";NA;21;0
"Building";"Factory";NA;19;0
"Building";"BarracksReactor";NA;20;0
"Unit";"SCV";"Command Center";23;1
"Building";"CommandCenter";NA;19;0
"Unit";"SCV";"Command Center";23;1
"Unit";"Hellion";"Factory";24;2
"Unit";"Hellion";"Factory";24;2
"Unit";"SCV";"Command Center";25;1
"Building";"Starport";NA;23;0
"Unit";"SCV";"Command Center";29;1
"Unit";"SCV";"Command Center";30;1
"Unit";"Hellion";"Factory";30;2
"Unit";"Hellion";"Factory";30;2
"Unit";"SCV";"Command Center";31;1
"Unit";"SCV";"Command Center";31;1
"Unit";"Medivac";"Starport";30;2
"Unit";"SCV";"Command Center";37;1
"Unit";"SCV";"Command Center";38;1
"Unit";"Hellion";"Factory";36;2
"Unit";"Hellion";"Factory";36;2
"Building";"SupplyDepot";NA;40;0
"Building";"Armory";NA;31;0
"Unit";"SCV";"Command Center";46;1
"Unit";"SCV";"Command Center";46;1
"Unit";"Hellion";"Factory";46;2
"Unit";"Hellion";"Factory";46;2
"Unit";"SCV";"Command Center";46;1
"Unit";"SCV";"Command Center";47;1
"Building";"SupplyDepot";NA;46;0
"Unit";"SCV";"Command Center";52;1
"Unit";"Hellion";"Factory";48;2
"Unit";"Hellion";"Factory";48;2
"Unit";"Liberator";"Starport";46;3
"Unit";"SCV";"Command Center";62;1
"Unit";"Hellion";"Factory";55;2
"Unit";"Hellion";"Factory";55;2
"Building";"Factory";NA;52;0
"Building";"Factory";NA;52;0
"Unit";"SCV";"Command Center";62;1
"Building";"Refinery";NA;62;0
"Building";"Refinery";NA;62;0
"Unit";"SCV";"Command Center";67;1
"Unit";"SCV";"Command Center";67;1
"Unit";"Hellion";"Factory";63;2
"Unit";"Hellion";"Factory";63;2
"Unit";"SCV";"Command Center";68;1
"Unit";"SCV";"Command Center";70;1
"Building";"FactoryTechLab";NA;68;0
"Building";"FactoryTechLab";NA;68;0
"Unit";"SCV";"Command Center";74;1
"Unit";"Hellion";"Factory";70;2
"Unit";"Hellion";"Factory";70;2
"Building";"SupplyDepot";NA;74;0
"Building";"StarportReactor";NA;68;0
"Unit";"SCV";"Command Center";77;1
"Unit";"SCV";"Command Center";77;1
"Unit";"Hellion";"Factory";77;2
"Unit";"Hellion";"Factory";77;2
"Unit";"SCV";"Command Center";83;1
"Building";"SupplyDepot";NA;83;0
"Building";"SupplyDepot";NA;83;0
"Building";"CommandCenter";NA;68;0
"Unit";"Thor";"Factory";81;6
"Unit";"SCV";"Command Center";88;1
"Unit";"SCV";"Command Center";88;1
"Unit";"Hellion";"Factory";87;2
"Unit";"Hellion";"Factory";87;2
"Unit";"Medivac";"Starport";83;2
"Unit";"Medivac";"Starport";83;2
"Unit";"Thor";"Factory";81;6
"Building";"SupplyDepot";NA;88;0
"Unit";"SCV";"Command Center";110;1
"Unit";"SCV";"Command Center";110;1
"Unit";"SCV";"Command Center";110;1
"Unit";"SCV";"Command Center";111;1
"Building";"Refinery";NA;110;0
"Unit";"Hellion";"Factory";110;2
"Unit";"Hellion";"Factory";110;2
"Upgrade";"TerranVehicleWeaponsLevel1";"Armory";81;0
"Building";"Refinery";NA;110;0
"Unit";"SCV";"Command Center";112;1
"Unit";"SCV";"Command Center";113;1
"Unit";"Hellion";"Factory";118;2
"Unit";"Hellion";"Factory";118;2
"Unit";"SCV";"Command Center";118;1
"Unit";"SCV";"Command Center";119;1
"Building";"Factory";NA;112;0
"Unit";"SCV";"Command Center";124;1
"Unit";"SCV";"Command Center";125;1
"Building";"Factory";NA;112;0
"Unit";"SCV";"Command Center";126;1
"Unit";"SCV";"Command Center";126;1
"Unit";"SCV";"Command Center";127;1
"Unit";"Hellion";"Factory";126;2
"Unit";"Hellion";"Factory";126;2
"Building";"SupplyDepot";NA;126;0
"Building";"SupplyDepot";NA;126;0
"Unit";"SCV";"Command Center";128;1
"Building";"FactoryTechLab";NA;129;0
"Unit";"Hellion";"Factory";135;2
"Building";"FactoryReactor";NA;129;0
"Unit";"Hellion";"Factory";136;2
"Unit";"Hellion";"Factory";136;2
"Building";"SupplyDepot";NA;138;0
"Building";"SupplyDepot";NA;138;0
"Building";"SupplyDepot";NA;138;0
"Unit";"Hellion";"Factory";138;2
"Unit";"Hellion";"Factory";142;2
"Unit";"Hellion";"Factory";142;2
"Unit";"Hellion";"Factory";144;2
"Unit";"Hellion";"Factory";144;2
"Unit";"SCV";"Command Center";148;1
"Unit";"SCV";"Command Center";148;1
"Unit";"Hellion";"Factory";144;2
"Unit";"Hellion";"Factory";146;2
"Unit";"Hellion";"Factory";148;2
"Unit";"Hellion";"Factory";154;2
