"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";19;1
"Unit";"SCV";"Command Center";20;1
"Building";"SupplyDepot";NA;21;0
"Unit";"SCV";"Command Center";22;1
"Building";"Refinery";NA;21;0
"Building";"Factory";NA;19;0
"Unit";"SCV";"Command Center";22;1
"Building";"BarracksReactor";NA;21;0
"Building";"CommandCenter";NA;19;0
"Unit";"SCV";"Command Center";23;1
"Unit";"SCV";"Command Center";24;1
"Building";"BarracksTechLab";NA;24;0
"Unit";"Hellion";"Factory";24;2
"Unit";"Hellion";"Factory";24;2
"Unit";"SCV";"Command Center";25;1
"Building";"Starport";NA;24;0
"Unit";"SCV";"Command Center";31;1
"Unit";"Hellion";"Factory";26;2
"Unit";"Hellion";"Factory";28;2
"Building";"SupplyDepot";NA;30;0
"Building";"SupplyDepot";NA;31;0
"Unit";"SCV";"Command Center";32;1
"Unit";"SCV";"Command Center";32;1
"Unit";"SCV";"Command Center";38;1
"Unit";"SCV";"Command Center";38;1
"Unit";"SCV";"Command Center";40;1
"Unit";"SCV";"Command Center";40;1
"Unit";"Hellion";"Factory";40;2
"Unit";"Hellion";"Factory";40;2
"Unit";"SCV";"Command Center";42;1
"Unit";"SCV";"Command Center";42;1
"Building";"Refinery";NA;42;0
"Building";"Refinery";NA;42;0
"Unit";"Raven";"Starport";40;2
"Unit";"SCV";"Command Center";48;1
"Unit";"SCV";"Command Center";48;1
"Building";"CommandCenter";NA;38;0
"Building";"Armory";NA;40;0
"Building";"SupplyDepot";NA;48;0
"Building";"SupplyDepot";NA;48;0
