"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Pylon";NA;14;0
"Building";"Gateway";NA;16;0
"Building";"Assimilator";NA;16;0
"Building";"Nexus";NA;19;0
"Building";"CyberneticsCore";NA;20;0
"Building";"Assimilator";NA;21;0
"Building";"Pylon";NA;22;0
"Unit";"Adept";"Gateway";23;2
"Unit";"Adept";"Gateway";29;2
"Building";"Stargate";NA;31;0
"Unit";"Adept";"Gateway";34;2
"Building";"Pylon";NA;40;0
"Unit";"Oracle";"Stargate";40;3
"Building";"Pylon";NA;43;0
"Building";"Pylon";NA;45;0
"Unit";"Phoenix";"Stargate";48;2
"Building";"Nexus";NA;50;0
"Building";"Pylon";NA;50;0
"Building";"Pylon";NA;52;0
"Unit";"Phoenix";"Stargate";52;2
"Building";"Assimilator";NA;56;0
"Building";"Assimilator";NA;56;0
"Unit";"Phoenix";"Stargate";59;2
"Building";"Gateway";NA;62;0
"Building";"Gateway";NA;62;0
"Unit";"Phoenix";"Stargate";65;2
"Unit";"Adept";"Gateway";69;2
"Building";"TwilightCouncil";NA;72;0
"Building";"Forge";NA;72;0
"Unit";"Phoenix";"Stargate";75;2
"Building";"Gateway";NA;80;0
"Building";"Gateway";NA;80;0
"Unit";"Phoenix";"Stargate";80;2
"Building";"Gateway";NA;84;0
"Building";"Pylon";NA;84;0
"Unit";"Sentry";"Gateway";84;2
"Building";"Pylon";NA;86;0
"Building";"Pylon";NA;86;0
"Building";"Pylon";NA;86;0
"Building";"Pylon";NA;86;0
"Unit";"Phoenix";"Stargate";86;2
"Unit";"Adept";"Gateway";88;2
"Unit";"Adept";"Gateway";90;2
"Upgrade";"ProtossGroundWeaponsLevel1";"Forge";92;0
"Building";"PhotonCannon";NA;92;0
"Building";"PhotonCannon";NA;92;0
"Unit";"Adept";"Gateway";92;2
"Unit";"Phoenix";"Stargate";94;2
"Building";"RoboticsFacility";NA;96;0
"Unit";"Adept";"Gateway";96;2
"Unit";"Adept";"Gateway";98;2
"Unit";"Adept";"Gateway";100;2
"Unit";"Adept";"Gateway";102;2
"Unit";"Adept";"Gateway";104;2
"Unit";"Adept";"Gateway";106;2
"Unit";"Phoenix";"Stargate";108;2
"Building";"PhotonCannon";NA;110;0
"Unit";"Adept";"Gateway";110;2
"Unit";"Adept";"Gateway";112;2
"Unit";"Adept";"Gateway";114;2
"Unit";"Phoenix";"Stargate";119;2
"Building";"Gateway";NA;123;0
"Unit";"Observer";"Robotics Facility";124;1
"Building";"Gateway";NA;125;0
"Unit";"Adept";"Gateway";125;2
"Unit";"Adept";"Gateway";131;2
"Unit";"Adept";"Gateway";133;2
"Unit";"Adept";"Gateway";135;2
"Unit";"Adept";"Gateway";137;2
"Unit";"Adept";"Gateway";139;2
"Unit";"Adept";"Gateway";141;2
"Building";"RoboticsFacility";NA;143;0
"Building";"Pylon";NA;145;0
"Unit";"Adept";"Gateway";145;2
"Unit";"Adept";"Gateway";147;2
"Unit";"Adept";"Gateway";149;2
"Unit";"Adept";"Gateway";151;2
"Building";"Assimilator";NA;156;0
"Building";"Pylon";NA;156;0
"Building";"PhotonCannon";NA;157;0
"Unit";"Adept";"Gateway";160;2
"Unit";"Adept";"Gateway";162;2
"Unit";"Adept";"Gateway";164;2
"Unit";"Adept";"Gateway";166;2
"Unit";"Adept";"Gateway";168;2
"Unit";"Adept";"Gateway";170;2
"Unit";"Adept";"Gateway";172;2
"Building";"Pylon";NA;177;0
"Unit";"Adept";"Gateway";177;2
"Unit";"Adept";"Gateway";179;2
"Unit";"Adept";"Gateway";181;2
"Unit";"Adept";"Gateway";183;2
"Unit";"Adept";"Gateway";185;2
"Unit";"Adept";"Gateway";187;2
"Unit";"Adept";"Gateway";189;2
"Unit";"Adept";"Gateway";191;2
"Unit";"Phoenix";"Stargate";194;2
"Building";"Assimilator";NA;196;0
"Unit";"Sentry";"Gateway";196;2
"Unit";"Stalker";"Gateway";198;2
"Unit";"Stalker";"Gateway";200;2
"Unit";"Adept";"Gateway";202;2
"Unit";"Adept";"Gateway";204;2
"Unit";"Adept";"Gateway";206;2
"Unit";"Adept";"Gateway";208;2
"Building";"Pylon";NA;210;0
"Building";"Pylon";NA;210;0
"Unit";"Adept";"Gateway";210;2
"Unit";"Adept";"Gateway";212;2
"Unit";"Adept";"Gateway";214;2
"Unit";"Adept";"Gateway";216;2
"Unit";"Adept";"Gateway";218;2
"Unit";"Adept";"Gateway";220;2
"Unit";"Adept";"Gateway";222;2
"Unit";"Adept";"Gateway";224;2
"Upgrade";"ProtossGroundWeaponsLevel2";"Forge";226;0
"Unit";"Observer";"Robotics Facility";226;1
"Unit";"Adept";"Gateway";227;2
"Unit";"Adept";"Gateway";229;2
"Unit";"Adept";"Gateway";231;2
"Unit";"Adept";"Gateway";233;2
"Unit";"Adept";"Gateway";235;2
"Unit";"Adept";"Gateway";237;2
"Unit";"Adept";"Gateway";239;2
"Unit";"Adept";"Gateway";241;2
"Unit";"Adept";"Gateway";243;2
"Unit";"Adept";"Gateway";245;2
"Unit";"Adept";"Gateway";247;2
"Unit";"Adept";"Gateway";249;2
"Unit";"Adept";"Gateway";251;2
"Unit";"Adept";"Gateway";253;2
"Unit";"Adept";"Gateway";255;2
"Unit";"Adept";"Gateway";257;2
"Unit";"Stalker";"Gateway";259;2
"Unit";"Stalker";"Gateway";261;2
"Unit";"Stalker";"Gateway";263;2
"Unit";"Stalker";"Gateway";265;2
"Unit";"Stalker";"Gateway";267;2
"Unit";"Stalker";"Gateway";269;2
"Unit";"Stalker";"Gateway";271;2
"Unit";"Adept";"Gateway";273;2
"Unit";"Adept";"Gateway";275;2
"Unit";"Adept";"Gateway";277;2
"Unit";"Adept";"Gateway";279;2
"Unit";"Adept";"Gateway";281;2
"Unit";"Adept";"Gateway";283;2
"Unit";"Adept";"Gateway";285;2
"Unit";"Adept";"Gateway";287;2
"Unit";"Adept";"Gateway";289;2
"Unit";"Stalker";"Gateway";291;2
"Unit";"Stalker";"Gateway";293;2
"Unit";"Stalker";"Gateway";295;2
"Unit";"Stalker";"Gateway";297;2
"Unit";"Stalker";"Gateway";299;2
