"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Building";"Refinery";NA;16;0
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";19;1
"Building";"SupplyDepot";NA;19;0
"Building";"Factory";NA;19;0
"Building";"BarracksReactor";NA;19;0
"Unit";"SCV";"Command Center";20;1
"Unit";"SCV";"Command Center";21;1
"Building";"SupplyDepot";NA;21;0
"Unit";"SCV";"Command Center";22;1
"Unit";"Cyclone";"Factory";21;3
"Unit";"Cyclone";"Factory";21;3
"Unit";"SCV";"Command Center";23;1
"Building";"SupplyDepot";NA;29;0
"Unit";"Cyclone";"Factory";29;3
"Unit";"Cyclone";"Factory";30;3
"Unit";"SCV";"Command Center";30;1
"Unit";"SCV";"Command Center";37;1
"Unit";"Cyclone";"Factory";37;3
"Unit";"SCV";"Command Center";37;1
"Unit";"Cyclone";"Factory";37;3
"Unit";"SCV";"Command Center";42;1
"Building";"CommandCenter";NA;30;0
"Unit";"SCV";"Command Center";45;1
"Building";"BarracksTechLab";NA;45;0
"Unit";"Cyclone";"Factory";45;3
"Unit";"SCV";"Command Center";46;1
"Unit";"Hellion";"Factory";46;2
"Building";"Starport";NA;45;0
"Unit";"SCV";"Command Center";53;1
"Unit";"Hellion";"Factory";50;2
"Unit";"SCV";"Command Center";53;1
"Unit";"SCV";"Command Center";53;1
"Unit";"SCV";"Command Center";56;1
"Unit";"SCV";"Command Center";57;1
"Unit";"Hellion";"Factory";57;2
"Unit";"SCV";"Command Center";59;1
"Unit";"Hellion";"Factory";57;2
"Building";"EngineeringBay";NA;57;0
"Unit";"SCV";"Command Center";59;1
"Building";"SupplyDepot";NA;59;0
