"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;15;0
"Unit";"SCV";"Command Center";16;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";18;1
"Building";"BarracksReactor";NA;18;0
"Unit";"SCV";"Command Center";19;1
"Unit";"SCV";"Command Center";19;1
"Building";"SupplyDepot";NA;19;0
"Unit";"Marine";"Barracks";19;1
"Unit";"Marine";"Barracks";19;1
"Unit";"SCV";"Command Center";21;1
"Unit";"Marine";"Barracks";21;1
"Unit";"Marine";"Barracks";22;1
"Unit";"SCV";"Command Center";24;1
"Building";"CommandCenter";NA;19;0
"Unit";"Marine";"Barracks";24;1
"Unit";"Marine";"Barracks";25;1
"Building";"Factory";NA;20;0
"Unit";"SCV";"Command Center";26;1
"Building";"Bunker";NA;24;0
"Unit";"SCV";"Command Center";29;1
"Building";"SupplyDepot";NA;27;0
"Building";"SupplyDepot";NA;27;0
"Building";"FactoryTechLab";NA;30;0
"Unit";"SCV";"Command Center";30;1
"Unit";"SCV";"Command Center";31;1
"Unit";"Marine";"Barracks";32;1
"Unit";"Marine";"Barracks";32;1
"Unit";"SCV";"Command Center";32;1
"Unit";"SCV";"Command Center";33;1
"Unit";"SCV";"Command Center";35;1
"Unit";"SCV";"Command Center";36;1
"Building";"EngineeringBay";NA;33;0
"Unit";"SCV";"Command Center";37;1
"Unit";"SCV";"Command Center";39;1
"Unit";"Marine";"Barracks";39;1
"Unit";"SCV";"Command Center";39;1
"Building";"MissileTurret";NA;39;0
"Unit";"SCV";"Command Center";40;1
"Building";"MissileTurret";NA;39;0
"Unit";"Cyclone";"Factory";39;3
"Unit";"Cyclone";"Factory";39;3
