"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;15;0
"Unit";"SCV";"Command Center";16;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";17;1
"Building";"Refinery";NA;18;0
"Building";"SupplyDepot";NA;19;0
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";19;1
"Unit";"SCV";"Command Center";20;1
"Unit";"SCV";"Command Center";21;1
"Unit";"Reaper";"Barracks";20;1
"Building";"Factory";NA;19;0
"Unit";"SCV";"Command Center";22;1
"Building";"SupplyDepot";NA;23;0
"Unit";"SCV";"Command Center";24;1
"Building";"FactoryTechLab";NA;25;0
"Unit";"SCV";"Command Center";25;1
"Unit";"Marine";"Barracks";25;1
"Unit";"SCV";"Command Center";27;1
"Unit";"Marine";"Barracks";27;1
"Unit";"SCV";"Command Center";28;1
"Building";"SupplyDepot";NA;29;0
"Unit";"Marine";"Barracks";30;1
"Building";"Armory";NA;26;0
"Building";"EngineeringBay";NA;29;0
"Building";"CommandCenter";NA;25;0
"Building";"Bunker";NA;31;0
"Unit";"Marine";"Barracks";32;1
"Unit";"SCV";"Command Center";32;1
"Building";"SupplyDepot";NA;34;0
"Building";"Factory";NA;32;0
"Unit";"SCV";"Command Center";34;1
"Building";"Factory";NA;32;0
"Unit";"SCV";"Command Center";34;1
"Building";"MissileTurret";NA;34;0
"Unit";"SCV";"Command Center";34;1
"Building";"FactoryTechLab";NA;35;0
"Unit";"SCV";"Command Center";36;1
"Building";"Refinery";NA;34;0
"Building";"Refinery";NA;35;0
"Unit";"SCV";"Command Center";36;1
"Building";"SupplyDepot";NA;37;0
"Unit";"SCV";"Command Center";38;1
"Building";"FactoryReactor";NA;35;0
"Unit";"SCV";"Command Center";38;1
"Unit";"SCV";"Command Center";39;1
"Unit";"SCV";"Command Center";40;1
"Building";"MissileTurret";NA;39;0
"Unit";"SCV";"Command Center";41;1
"Unit";"SCV";"Command Center";43;1
"Unit";"SCV";"Command Center";43;1
"Building";"Starport";NA;41;0
"Unit";"SCV";"Command Center";44;1
"Unit";"SCV";"Command Center";45;1
"Unit";"Hellion";"Factory";44;2
"Unit";"SCV";"Command Center";46;1
"Building";"SupplyDepot";NA;45;0
"Upgrade";"TerranVehicleWeaponsLevel1";"Armory";36;0
"Unit";"SCV";"Command Center";48;1
"Unit";"Thor";"Factory";44;6
"Building";"SupplyDepot";NA;51;0
"Unit";"SCV";"Command Center";52;1
"Building";"StarportReactor";NA;47;0
"Unit";"Hellion";"Factory";52;2
"Unit";"Hellion";"Factory";52;2
"Building";"SupplyDepot";NA;58;0
"Unit";"SCV";"Command Center";63;1
"Unit";"SCV";"Command Center";63;1
"Building";"MissileTurret";NA;63;0
"Unit";"SCV";"Command Center";63;1
"Unit";"SCV";"Command Center";64;1
"Unit";"Hellion";"Factory";65;2
"Unit";"Hellion";"Factory";65;2
"Building";"SupplyDepot";NA;65;0
"Unit";"SCV";"Command Center";65;1
"Unit";"SCV";"Command Center";66;1
"Unit";"Thor";"Factory";63;6
"Unit";"Medivac";"Starport";65;2
"Unit";"Medivac";"Starport";65;2
"Unit";"SCV";"Command Center";71;1
"Unit";"SCV";"Command Center";72;1
"Unit";"Hellion";"Factory";72;2
"Unit";"Hellion";"Factory";73;2
"Unit";"SCV";"Command Center";83;1
"Unit";"SCV";"Command Center";90;1
"Unit";"SCV";"Command Center";90;1
"Building";"MissileTurret";NA;90;0
"Unit";"SCV";"Command Center";90;1
"Unit";"SCV";"Command Center";91;1
"Upgrade";"TerranVehicleWeaponsLevel2";"Armory";63;0
"Unit";"SCV";"Command Center";92;1
"Unit";"SCV";"Command Center";93;1
"Building";"MissileTurret";NA;92;0
"Unit";"SCV";"Command Center";94;1
"Unit";"Liberator";"Starport";90;3
"Unit";"Liberator";"Starport";90;3
"Building";"Armory";NA;92;0
"Building";"CommandCenter";NA;73;0
"Unit";"SCV";"Command Center";103;1
"Unit";"SCV";"Command Center";103;1
