"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";17;1
"Building";"Refinery";NA;16;0
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";18;1
"Unit";"Reaper";"Barracks";19;1
"Building";"Factory";NA;19;0
"Building";"SupplyDepot";NA;19;0
"Unit";"SCV";"Command Center";21;1
"Unit";"Reaper";"Barracks";20;1
"Unit";"SCV";"Command Center";22;1
"Unit";"SCV";"Command Center";23;1
"Building";"SupplyDepot";NA;22;0
"Unit";"Cyclone";"Factory";22;3
"Building";"Starport";NA;21;0
"Building";"BarracksTechLab";NA;24;0
"Unit";"SCV";"Command Center";25;1
"Unit";"SCV";"Command Center";29;1
"Unit";"Cyclone";"Factory";28;3
"Building";"FactoryTechLab";NA;33;0
"Building";"BarracksReactor";NA;29;0
"Unit";"SCV";"Command Center";33;1
"Unit";"Banshee";"Starport";29;3
"Building";"SupplyDepot";NA;33;0
"Unit";"Marine";"Barracks";37;1
"Unit";"SCV";"Command Center";37;1
"Unit";"Marine";"Barracks";37;1
"Building";"SupplyDepot";NA;37;0
"Unit";"Raven";"Starport";34;2
"Building";"CommandCenter";NA;33;0
"Unit";"SCV";"Command Center";40;1
"Unit";"Marine";"Barracks";40;1
"Unit";"Marine";"Barracks";40;1
"Building";"SupplyDepot";NA;40;0
"Unit";"SCV";"Command Center";45;1
"Unit";"SCV";"Command Center";46;1
"Building";"Barracks";NA;40;0
"Building";"Barracks";NA;40;0
"Building";"Refinery";NA;45;0
"Building";"Refinery";NA;46;0
"Unit";"SCV";"Command Center";46;1
"Unit";"SCV";"Command Center";47;1
"Unit";"SCV";"Command Center";47;1
"Unit";"Marine";"Barracks";48;1
"Unit";"SCV";"Command Center";49;1
"Unit";"Liberator";"Starport";46;3
"Unit";"SCV";"Command Center";50;1
"Building";"SupplyDepot";NA;49;0
"Unit";"SCV";"Command Center";51;1
"Building";"SupplyDepot";NA;50;0
"Unit";"Marine";"Barracks";51;1
"Building";"BarracksReactor";NA;49;0
"Building";"BarracksReactor";NA;49;0
"Unit";"SCV";"Command Center";56;1
"Unit";"SCV";"Command Center";58;1
"Unit";"SCV";"Command Center";58;1
"Unit";"Marine";"Barracks";57;1
"Building";"SupplyDepot";NA;57;0
"Unit";"Marine";"Barracks";59;1
"Unit";"Marine";"Barracks";59;1
"Unit";"Medivac";"Starport";59;2
"Unit";"Medivac";"Starport";59;2
"Unit";"Marine";"Barracks";64;1
"Building";"EngineeringBay";NA;62;0
"Building";"Barracks";NA;58;0
"Building";"Barracks";NA;59;0
"Unit";"Marine";"Barracks";64;1
"Unit";"Marine";"Barracks";64;1
"Unit";"Marine";"Barracks";64;1
"Upgrade";"Stimpack";"TechLab";49;0
"Unit";"SCV";"Command Center";69;1
"Unit";"SCV";"Command Center";69;1
"Building";"SupplyDepot";NA;64;0
"Building";"BarracksTechLab";NA;72;0
"Unit";"Marine";"Barracks";72;1
"Unit";"Marine";"Barracks";73;1
"Unit";"Marine";"Barracks";73;1
"Building";"BarracksReactor";NA;69;0
"Unit";"Marine";"Barracks";74;1
"Unit";"SCV";"Command Center";77;1
"Building";"SupplyDepot";NA;75;0
"Unit";"Marine";"Barracks";77;1
"Unit";"Marine";"Barracks";77;1
"Unit";"Medivac";"Starport";74;2
"Unit";"Medivac";"Starport";75;2
