"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Pylon";NA;14;0
"Building";"Nexus";NA;17;0
"Building";"Gateway";NA;17;0
"Building";"Assimilator";NA;18;0
"Building";"Assimilator";NA;19;0
"Building";"Pylon";NA;20;0
"Building";"CyberneticsCore";NA;22;0
"Unit";"Adept";"Gateway";27;2
"Building";"Stargate";NA;29;0
"Building";"Pylon";NA;33;0
"Unit";"Adept";"Gateway";33;2
"Building";"Assimilator";NA;38;0
"Building";"Assimilator";NA;38;0
"Unit";"Oracle";"Stargate";39;3
"Building";"Gateway";NA;42;0
"Building";"RoboticsFacility";NA;44;0
"Unit";"Oracle";"Stargate";46;3
"Building";"Pylon";NA;51;0
"Building";"TwilightCouncil";NA;52;0
"Building";"Pylon";NA;53;0
"Unit";"Phoenix";"Stargate";54;2
"Building";"Gateway";NA;56;0
"Building";"Gateway";NA;56;0
"Building";"TemplarArchive";NA;56;0
"Unit";"Adept";"Gateway";57;2
"Unit";"Adept";"Gateway";59;2
"Building";"Pylon";NA;61;0
"Building";"OracleStasisTrap";NA;61;0
"Upgrade";"Charge";"TwilightCouncil";61;0
"Building";"Gateway";NA;61;0
"Building";"Nexus";NA;61;0
"Building";"Pylon";NA;61;0
"Building";"Gateway";NA;61;0
"Building";"Gateway";NA;61;0
"Building";"Gateway";NA;61;0
"Building";"HighTemplar";NA;61;0
"Building";"HighTemplar";NA;61;0
"Building";"HighTemplar";NA;61;0
"Building";"HighTemplar";NA;61;0
"Unit";"Archon";"High Templar";63;0
"Unit";"Archon";"High Templar";63;0
"Building";"Pylon";NA;63;0
"Building";"Forge";NA;67;0
"Unit";"Zealot";"Gateway";67;2
"Unit";"Zealot";"Gateway";69;2
"Unit";"Zealot";"Gateway";71;2
"Building";"Forge";NA;77;0
"Unit";"Immortal";"Robotics Facility";78;4
"Building";"Pylon";NA;84;0
"Unit";"Sentry";"Gateway";87;2
"Unit";"Sentry";"Gateway";89;2
"Unit";"Sentry";"Gateway";91;2
"Building";"Pylon";NA;95;0
"Unit";"Immortal";"Robotics Facility";95;4
"Building";"Assimilator";NA;102;0
"Building";"Assimilator";NA;102;0
"Building";"Pylon";NA;102;0
"Upgrade";"ProtossGroundWeaponsLevel1";"Forge";102;0
"Building";"HighTemplar";NA;105;0
"Building";"HighTemplar";NA;108;0
"Building";"HighTemplar";NA;108;0
"Building";"Pylon";NA;109;0
"Building";"Pylon";NA;109;0
"Building";"Gateway";NA;109;0
"Unit";"Zealot";"Gateway";109;2
"Building";"Gateway";NA;111;0
"Building";"Pylon";NA;111;0
"Building";"PhotonCannon";NA;111;0
"Building";"PhotonCannon";NA;111;0
"Building";"PhotonCannon";NA;111;0
"Unit";"Phoenix";"Stargate";111;2
"Unit";"Stalker";"Gateway";113;2
"Unit";"Stalker";"Gateway";115;2
"Unit";"Stalker";"Gateway";117;2
"Unit";"Stalker";"Gateway";119;2
"Unit";"Stalker";"Gateway";121;2
"Building";"Pylon";NA;123;0
"Unit";"Immortal";"Robotics Facility";123;4
"Building";"OracleStasisTrap";NA;127;0
"Building";"OracleStasisTrap";NA;127;0
"Building";"RoboticsFacility";NA;127;0
"Building";"Nexus";NA;127;0
"Building";"Pylon";NA;127;0
"Building";"HighTemplar";NA;127;0
"Building";"HighTemplar";NA;127;0
"Unit";"Zealot";"Gateway";127;2
"Unit";"Zealot";"Gateway";129;2
"Unit";"Zealot";"Gateway";131;2
"Unit";"Zealot";"Gateway";133;2
"Unit";"Zealot";"Gateway";135;2
"Unit";"Zealot";"Gateway";137;2
"Unit";"Archon";"High Templar";139;0
"Unit";"Immortal";"Robotics Facility";139;4
"Upgrade";"ProtossGroundWeaponsLevel2";"Forge";143;0
"Building";"Pylon";NA;143;0
"Building";"Pylon";NA;143;0
"Unit";"Zealot";"Gateway";143;2
"Unit";"Zealot";"Gateway";145;2
"Unit";"Zealot";"Gateway";147;2
"Unit";"Zealot";"Gateway";149;2
"Unit";"Zealot";"Gateway";151;2
"Unit";"Zealot";"Gateway";153;2
"Unit";"Zealot";"Gateway";155;2
"Unit";"Zealot";"Gateway";157;2
"Unit";"Immortal";"Robotics Facility";159;4
"Unit";"Immortal";"Robotics Facility";163;4
"Unit";"Zealot";"Gateway";167;2
"Unit";"Zealot";"Gateway";169;2
"Unit";"Zealot";"Gateway";171;2
"Unit";"Zealot";"Gateway";173;2
"Unit";"Zealot";"Gateway";175;2
"Building";"HighTemplar";NA;177;0
"Building";"HighTemplar";NA;177;0
"Building";"HighTemplar";NA;177;0
"Building";"HighTemplar";NA;177;0
"Unit";"Immortal";"Robotics Facility";179;4
"Unit";"Zealot";"Gateway";183;2
"Unit";"Immortal";"Robotics Facility";185;4
"Building";"Assimilator";NA;189;0
"Building";"Assimilator";NA;189;0
"Building";"OracleStasisTrap";NA;189;0
"Building";"OracleStasisTrap";NA;189;0
"Building";"Pylon";NA;192;0
"Building";"HighTemplar";NA;193;0
"Building";"HighTemplar";NA;193;0
"Unit";"Immortal";"Robotics Facility";193;4
"Unit";"Zealot";"Gateway";197;2
"Unit";"Zealot";"Gateway";199;2
"Unit";"Zealot";"Gateway";201;2
"Unit";"Zealot";"Gateway";203;2
"Unit";"Archon";"High Templar";205;0
"Unit";"Zealot";"Gateway";205;2
"Unit";"Zealot";"Gateway";207;2
"Unit";"Zealot";"Gateway";209;2
"Unit";"Zealot";"Gateway";211;2
"Unit";"Archon";"High Templar";213;0
"Unit";"Archon";"High Templar";213;0
"Unit";"Zealot";"Gateway";213;2
"Unit";"Zealot";"Gateway";215;2
"Unit";"Zealot";"Gateway";217;2
"Unit";"Zealot";"Gateway";219;2
"Unit";"Zealot";"Gateway";221;2
"Unit";"Zealot";"Gateway";223;2
"Unit";"Zealot";"Gateway";225;2
"Unit";"Zealot";"Gateway";227;2
"Unit";"Zealot";"Gateway";229;2
"Upgrade";"SprayProtoss";NA;231;0
"Upgrade";"SprayProtoss";NA;231;0
"Upgrade";"WarpGateResearch";NA;231;0
"Upgrade";"SprayProtoss";NA;231;0
"Upgrade";"SprayProtoss";NA;231;0
"Upgrade";"PsiStormTech";NA;231;0
"Upgrade";"ProtossGroundArmorsLevel1";NA;231;0
"Upgrade";"SprayProtoss";NA;231;0
"Upgrade";"SprayProtoss";NA;231;0
"Upgrade";"ProtossGroundArmorsLevel2";NA;231;0
