"type";"unit_name";"on_building";"total_supply_lag"
"Unit";"Overlord";"Larva";13
"Building";"SpawningPool";NA;17
"Building";"Extractor";NA;19
"Building";"Hatchery";NA;20
"Unit";"Queen";"Hatchery";21
"Unit";"Zergling";"Larva";23
"Unit";"Zergling";"Larva";24
"Unit";"Overlord";"Larva";26
"Building";"RoachWarren";NA;26
"Unit";"Queen";"Hatchery";27
"Unit";"Roach";"Larva";29
"Unit";"Roach";"Larva";31
"Unit";"Roach";"Larva";33
"Unit";"Roach";"Larva";35
"Unit";"Roach";"Larva";37
"Unit";"Roach";"Larva";39
"Unit";"Overlord";"Larva";41
"Unit";"Overlord";"Larva";41
"Building";"CreepTumorQueen";NA;46
"Unit";"Overlord";"Larva";47
"Building";"CreepTumorQueen";NA;47
"Upgrade";"SprayZerg";NA;60
"Upgrade";"SprayZerg";NA;60
