"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Building";"Barracks";NA;15;0
"Building";"Barracks";NA;15;0
"Unit";"Marine";"Barracks";16;1
"Building";"Barracks";NA;15;0
"Unit";"Marine";"Barracks";16;1
"Unit";"Marine";"Barracks";17;1
"Building";"Bunker";NA;16;0
"Unit";"Marine";"Barracks";17;1
"Building";"Bunker";NA;17;0
"Unit";"Marine";"Barracks";19;1
"Unit";"Marine";"Barracks";19;1
"Building";"Bunker";NA;19;0
"Unit";"SCV";"Command Center";20;1
"Building";"SupplyDepot";NA;21;0
"Building";"Refinery";NA;22;0
"Unit";"SCV";"Command Center";23;1
"Unit";"SCV";"Command Center";23;1
"Building";"SupplyDepot";NA;23;0
"Unit";"SCV";"Command Center";24;1
"Unit";"SCV";"Command Center";25;1
"Unit";"SCV";"Command Center";26;1
"Unit";"SCV";"Command Center";27;1
"Building";"BarracksTechLab";NA;28;0
"Unit";"Marine";"Barracks";28;1
"Unit";"Marine";"Barracks";28;1
"Unit";"SCV";"Command Center";28;1
"Building";"SupplyDepot";NA;28;0
"Unit";"SCV";"Command Center";31;1
"Unit";"Marine";"Barracks";29;1
"Building";"CommandCenter";NA;25;0
"Unit";"Marine";"Barracks";29;1
"Unit";"Marine";"Barracks";30;1
"Unit";"SCV";"Command Center";32;1
"Building";"Refinery";NA;32;0
"Unit";"Marine";"Barracks";33;1
"Unit";"Marine";"Barracks";34;1
"Unit";"Marine";"Barracks";35;1
"Unit";"SCV";"Command Center";37;1
"Unit";"Marine";"Barracks";37;1
"Unit";"Marine";"Barracks";38;1
"Unit";"Marine";"Barracks";39;1
"Unit";"SCV";"Command Center";40;1
"Building";"SupplyDepot";NA;40;0
"Unit";"SCV";"Command Center";44;1
"Unit";"Marine";"Barracks";41;1
"Unit";"Marine";"Barracks";42;1
"Unit";"Marine";"Barracks";43;1
"Unit";"SCV";"Command Center";45;1
"Unit";"SCV";"Command Center";46;1
"Unit";"Marine";"Barracks";46;1
"Unit";"Marine";"Barracks";47;1
"Unit";"Marine";"Barracks";48;1
"Unit";"SCV";"Command Center";51;1
"Unit";"SCV";"Command Center";52;1
"Unit";"SCV";"Command Center";54;1
"Unit";"Marine";"Barracks";51;1
"Building";"Factory";NA;45;0
"Unit";"Marine";"Barracks";52;1
"Unit";"Marine";"Barracks";53;1
"Unit";"SCV";"Command Center";55;1
"Unit";"SCV";"Command Center";56;1
"Unit";"Marine";"Barracks";57;1
"Unit";"Marine";"Barracks";58;1
"Unit";"Marine";"Barracks";59;1
"Unit";"SCV";"Command Center";60;1
"Unit";"SCV";"Command Center";61;1
"Unit";"SCV";"Command Center";65;1
"Unit";"Marine";"Barracks";62;1
"Unit";"Marine";"Barracks";63;1
"Unit";"Marine";"Barracks";64;1
"Unit";"SCV";"Command Center";67;1
"Unit";"SCV";"Command Center";68;1
"Unit";"SCV";"Command Center";71;1
"Unit";"Marine";"Barracks";68;1
"Unit";"Marine";"Barracks";69;1
"Unit";"Marine";"Barracks";70;1
"Building";"FactoryReactor";NA;66;0
"Unit";"SCV";"Command Center";72;1
"Building";"Refinery";NA;69;0
"Building";"Refinery";NA;71;0
"Building";"Starport";NA;66;0
"Unit";"SCV";"Command Center";73;1
"Building";"EngineeringBay";NA;72;0
"Building";"EngineeringBay";NA;72;0
"Unit";"SCV";"Command Center";77;1
"Unit";"Marine";"Barracks";74;1
"Unit";"Marine";"Barracks";75;1
"Unit";"Marine";"Barracks";76;1
"Building";"SupplyDepot";NA;75;0
"Building";"SupplyDepot";NA;75;0
"Unit";"SCV";"Command Center";78;1
"Unit";"SCV";"Command Center";79;1
"Unit";"Marine";"Barracks";80;1
"Unit";"Marine";"Barracks";81;1
"Unit";"SCV";"Command Center";84;1
"Unit";"SCV";"Command Center";84;1
"Upgrade";"Stimpack";"TechLab";60;0
"Unit";"Medivac";"Starport";79;2
"Unit";"Medivac";"Starport";79;2
"Building";"FactoryReactor";NA;79;0
"Unit";"Marine";"Barracks";85;1
"Unit";"Marine";"Barracks";86;1
"Unit";"SCV";"Command Center";93;1
"Unit";"SCV";"Command Center";93;1
"Building";"Barracks";NA;80;0
"Building";"Barracks";NA;83;0
