"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Barracks";NA;16;0
"Building";"Refinery";NA;16;0
"Unit";"Reaper";"Barracks";19;1
"Building";"CommandCenter";NA;20;0
"Unit";"Marine";"Barracks";21;1
"Building";"Factory";NA;23;0
"Building";"Refinery";NA;23;0
"Building";"BarracksReactor";NA;24;0
"Building";"Bunker";NA;26;0
"Building";"Starport";NA;26;0
"Unit";"Hellion";"Factory";27;2
"Building";"BarracksTechLab";NA;29;0
"Unit";"Hellion";"Factory";30;2
"Unit";"Hellion";"Factory";33;2
"Unit";"Banshee";"Starport";37;3
"Unit";"Hellion";"Factory";40;2
"Unit";"Hellion";"Factory";44;2
"Unit";"Marine";"Barracks";49;1
"Unit";"Hellion";"Factory";50;2
"Unit";"Hellion";"Factory";52;2
"Unit";"Cyclone";"Factory";58;3
"Building";"Armory";NA;63;0
"Unit";"Cyclone";"Factory";63;3
"Unit";"Hellion";"Factory";68;2
"Unit";"Liberator";"Starport";70;3
"Building";"CommandCenter";NA;75;0
"Unit";"Hellion";"Factory";75;2
"Building";"Refinery";NA;79;0
"Building";"Refinery";NA;79;0
"Unit";"Hellion";"Factory";79;2
"Unit";"Hellion";"Factory";81;2
"Building";"Factory";NA;85;0
"Building";"Factory";NA;85;0
"Unit";"Hellion";"Factory";85;2
"Unit";"Hellion";"Factory";87;2
"Upgrade";"TerranVehicleWeaponsLevel1";"Armory";91;0
"Unit";"Banshee";"Starport";91;3
"Building";"Factory";NA;96;0
"Building";"Factory";NA;96;0
"Unit";"Hellion";"Factory";98;2
"Unit";"Hellion";"Factory";100;2
"Building";"FactoryTechLab";NA;102;0
"Building";"FactoryTechLab";NA;102;0
"Unit";"Banshee";"Starport";106;3
"Unit";"Hellion";"Factory";109;2
"Unit";"Hellion";"Factory";111;2
"Building";"Refinery";NA;113;0
"Building";"Refinery";NA;115;0
"Building";"FactoryReactor";NA;115;0
"Building";"FactoryTechLab";NA;115;0
"Unit";"Hellion";"Factory";118;2
"Unit";"Hellion";"Factory";120;2
"Building";"Armory";NA;122;0
"Building";"EngineeringBay";NA;125;0
"Unit";"Hellion";"Factory";126;2
"Unit";"Hellion";"Factory";128;2
"Unit";"Hellion";"Factory";130;2
"Unit";"Hellion";"Factory";132;2
"Building";"CommandCenter";NA;136;0
"Building";"StarportReactor";NA;136;0
"Unit";"Hellion";"Factory";136;2
"Unit";"Hellion";"Factory";138;2
"Unit";"Hellion";"Factory";140;2
"Unit";"Hellion";"Factory";142;2
"Unit";"Hellion";"Factory";144;2
"Unit";"Hellion";"Factory";146;2
"Unit";"Hellion";"Factory";148;2
"Unit";"Hellion";"Factory";150;2
"Upgrade";"TerranVehicleWeaponsLevel2";"Armory";152;0
"Unit";"Hellion";"Factory";152;2
"Unit";"Hellion";"Factory";154;2
"Unit";"Hellion";"Factory";156;2
"Unit";"Hellion";"Factory";158;2
"Unit";"Hellion";"Factory";160;2
"Unit";"Hellion";"Factory";162;2
"Unit";"Hellion";"Factory";164;2
"Unit";"Hellion";"Factory";166;2
"Building";"Factory";NA;168;0
"Building";"Factory";NA;168;0
"Building";"Factory";NA;168;0
"Unit";"Hellion";"Factory";168;2
"Unit";"Hellion";"Factory";170;2
"Unit";"Hellion";"Factory";172;2
"Unit";"Hellion";"Factory";174;2
"Unit";"Hellion";"Factory";176;2
"Unit";"Hellion";"Factory";178;2
"Building";"Refinery";NA;180;0
"Building";"Refinery";NA;180;0
"Unit";"Hellion";"Factory";183;2
"Unit";"Hellion";"Factory";185;2
"Unit";"Hellion";"Factory";190;2
"Unit";"Hellion";"Factory";192;2
"Building";"FactoryTechLab";NA;194;0
"Building";"FactoryReactor";NA;194;0
"Unit";"Hellion";"Factory";194;2
"Upgrade";"SprayTerran";NA;196;0
"Upgrade";"SprayTerran";NA;196;0
"Upgrade";"SprayTerran";NA;196;0
"Upgrade";"BansheeCloak";NA;196;0
"Upgrade";"SprayTerran";NA;196;0
"Upgrade";"SprayTerran";NA;196;0
"Upgrade";"HighCapacityBarrels";NA;196;0
"Upgrade";"SprayTerran";NA;196;0
"Upgrade";"TerranVehicleAndShipArmorsLevel1";NA;196;0
