"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Pylon";NA;14;0
"Building";"Gateway";NA;16;0
"Building";"Assimilator";NA;17;0
"Building";"Assimilator";NA;18;0
"Building";"Gateway";NA;20;0
"Building";"CyberneticsCore";NA;21;0
"Building";"Pylon";NA;22;0
"Unit";"Stalker";"Gateway";24;2
"Unit";"Stalker";"Gateway";26;2
"Building";"Pylon";NA;28;0
"Unit";"Stalker";"Gateway";28;2
"Unit";"Stalker";"Gateway";30;2
"Building";"Stargate";NA;32;0
"Building";"Gateway";NA;32;0
"Unit";"Stalker";"Gateway";32;2
"Unit";"Stalker";"Gateway";34;2
"Building";"Pylon";NA;36;0
"Unit";"Oracle";"Stargate";36;3
"Unit";"Adept";"Gateway";39;2
"Unit";"Adept";"Gateway";41;2
"Building";"Pylon";NA;43;0
"Unit";"Sentry";"Gateway";43;2
"Building";"Pylon";NA;45;0
"Building";"ShieldBattery";NA;45;0
"Building";"Pylon";NA;45;0
"Unit";"Oracle";"Stargate";45;3
"Building";"Pylon";NA;48;0
"Building";"Pylon";NA;49;0
"Unit";"Zealot";"Gateway";49;2
"Unit";"Oracle";"Stargate";51;3
"Building";"Pylon";NA;56;0
"Building";"Pylon";NA;56;0
"Building";"Pylon";NA;56;0
"Building";"ShieldBattery";NA;56;0
"Unit";"Oracle";"Stargate";56;3
"Unit";"Sentry";"Gateway";59;2
"Unit";"Zealot";"Gateway";61;2
"Unit";"Stalker";"Gateway";63;2
"Unit";"Stalker";"Gateway";65;2
"Unit";"Stalker";"Gateway";67;2
"Building";"Pylon";NA;69;0
"Unit";"Stalker";"Gateway";69;2
"Unit";"Stalker";"Gateway";71;2
"Unit";"Stalker";"Gateway";73;2
"Unit";"Oracle";"Stargate";75;3
"Building";"Pylon";NA;78;0
"Building";"Nexus";NA;78;0
"Building";"RoboticsFacility";NA;81;0
"Unit";"Sentry";"Gateway";82;2
"Unit";"Sentry";"Gateway";84;2
"Unit";"Stalker";"Gateway";87;2
"Unit";"Zealot";"Gateway";89;2
"Upgrade";"WarpGateResearch";NA;91;0
"Upgrade";"SprayProtoss";NA;91;0
"Upgrade";"SprayProtoss";NA;91;0
