"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";14;1
"Unit";"SCV";"Command Center";14;1
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;16;0
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"Reaper";"Barracks";19;1
"Building";"SupplyDepot";NA;19;0
"Unit";"SCV";"Command Center";19;1
"Building";"Factory";NA;19;0
"Unit";"SCV";"Command Center";20;1
"Unit";"SCV";"Command Center";22;1
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";24;1
"Building";"SupplyDepot";NA;22;0
"Unit";"Cyclone";"Factory";22;3
"Building";"Starport";NA;21;0
"Unit";"SCV";"Command Center";24;1
"Unit";"SCV";"Command Center";29;1
"Building";"SupplyDepot";NA;28;0
"Unit";"Cyclone";"Factory";29;3
"Unit";"Medivac";"Starport";28;2
"Building";"BarracksTechLab";NA;29;0
"Unit";"SCV";"Command Center";35;1
"Building";"FactoryTechLab";NA;35;0
"Unit";"SCV";"Command Center";36;1
"Unit";"Banshee";"Starport";35;3
"Building";"BarracksReactor";NA;35;0
"Building";"CommandCenter";NA;35;0
"Unit";"Marine";"Barracks";40;1
"Unit";"Marine";"Barracks";40;1
"Unit";"SCV";"Command Center";40;1
"Building";"Refinery";NA;40;0
"Unit";"Marine";"Barracks";40;1
"Unit";"Marine";"Barracks";41;1
"Unit";"Banshee";"Starport";40;3
"Building";"Refinery";NA;42;0
"Unit";"SCV";"Command Center";45;1
"Unit";"SCV";"Command Center";45;1
"Unit";"Marine";"Barracks";45;1
"Unit";"Marine";"Barracks";45;1
"Unit";"SCV";"Command Center";48;1
"Unit";"SCV";"Command Center";49;1
"Building";"CommandCenter";NA;40;0
"Unit";"SCV";"Command Center";52;1
