"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";19;1
"Unit";"SCV";"Command Center";20;1
"Building";"SupplyDepot";NA;20;0
"Building";"Refinery";NA;21;0
"Building";"Factory";NA;19;0
"Unit";"Reaper";"Barracks";20;1
"Unit";"SCV";"Command Center";22;1
"Building";"CommandCenter";NA;19;0
"Unit";"SCV";"Command Center";23;1
"Unit";"Marine";"Barracks";24;1
"Unit";"SCV";"Command Center";24;1
"Unit";"Cyclone";"Factory";24;3
"Unit";"SCV";"Command Center";26;1
"Unit";"Marine";"Barracks";26;1
"Building";"Bunker";NA;25;0
"Unit";"SCV";"Command Center";32;1
"Building";"FactoryTechLab";NA;30;0
"Building";"Starport";NA;26;0
"Unit";"Marine";"Barracks";32;1
"Unit";"Marine";"Barracks";34;1
"Building";"StarportTechLab";NA;34;0
"Unit";"SCV";"Command Center";35;1
"Unit";"SCV";"Command Center";35;1
"Unit";"Banshee";"Starport";35;3
"Building";"SupplyDepot";NA;35;0
"Building";"SupplyDepot";NA;35;0
"Unit";"Marine";"Barracks";35;1
"Building";"SupplyDepot";NA;35;0
"Unit";"SCV";"Command Center";36;1
"Unit";"SCV";"Command Center";41;1
"Unit";"SCV";"Command Center";41;1
"Building";"BarracksReactor";NA;41;0
"Unit";"Banshee";"Starport";40;3
"Unit";"Marine";"Barracks";47;1
"Unit";"SCV";"Command Center";47;1
"Unit";"Marine";"Barracks";47;1
"Unit";"SCV";"Command Center";48;1
"Building";"SupplyDepot";NA;47;0
"Unit";"Marine";"Barracks";47;1
"Building";"SupplyDepot";NA;47;0
"Unit";"Banshee";"Starport";47;3
"Unit";"SCV";"Command Center";50;1
"Unit";"Marine";"Barracks";50;1
"Unit";"SCV";"Command Center";52;1
"Unit";"Marine";"Barracks";51;1
"Unit";"SCV";"Command Center";55;1
"Unit";"SCV";"Command Center";57;1
"Unit";"SCV";"Command Center";59;1
"Unit";"SCV";"Command Center";60;1
"Building";"Refinery";NA;60;0
"Building";"Refinery";NA;60;0
"Unit";"SCV";"Command Center";61;1
"Unit";"SCV";"Command Center";62;1
"Building";"BarracksTechLab";NA;62;0
"Unit";"SCV";"Command Center";63;1
"Unit";"SCV";"Command Center";64;1
"Unit";"SCV";"Command Center";65;1
"Unit";"Marine";"Barracks";65;1
"Unit";"SCV";"Command Center";66;1
"Building";"Barracks";NA;62;0
"Unit";"SCV";"Command Center";67;1
"Building";"Barracks";NA;62;0
"Unit";"SCV";"Command Center";69;1
"Unit";"Marine";"Barracks";68;1
"Unit";"SCV";"Command Center";70;1
"Unit";"SCV";"Command Center";71;1
"Unit";"Liberator";"Starport";65;3
"Building";"CommandCenter";NA;61;0
"Unit";"SCV";"Command Center";73;1
"Unit";"Marine";"Barracks";72;1
"Unit";"Marine";"Barracks";72;1
"Unit";"SCV";"Command Center";74;1
"Unit";"SCV";"Command Center";78;1
"Unit";"SCV";"Command Center";81;1
"Unit";"Marine";"Barracks";79;1
"Unit";"Marine";"Barracks";80;1
"Unit";"Marine";"Barracks";82;1
"Unit";"Marine";"Barracks";82;1
"Building";"EngineeringBay";NA;81;0
"Building";"EngineeringBay";NA;82;0
"Building";"StarportReactor";NA;79;0
"Unit";"Marine";"Barracks";84;1
"Building";"Barracks";NA;78;0
"Building";"Barracks";NA;78;0
"Unit";"Marine";"Barracks";88;1
"Unit";"Marine";"Barracks";88;1
"Unit";"Marine";"Barracks";88;1
"Unit";"Marine";"Barracks";88;1
