"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";14;1
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";16;1
"Building";"Barracks";NA;15;0
"Building";"Barracks";NA;15;0
"Building";"SupplyDepot";NA;17;0
"Unit";"SCV";"Command Center";17;1
"Unit";"Marine";"Barracks";18;1
"Unit";"Marine";"Barracks";18;1
"Unit";"SCV";"Command Center";19;1
"Unit";"Marine";"Barracks";19;1
"Unit";"SCV";"Command Center";21;1
"Unit";"Marine";"Barracks";20;1
"Building";"Bunker";NA;19;0
"Building";"Refinery";NA;22;0
"Building";"Barracks";NA;18;0
"Unit";"Marine";"Barracks";23;1
"Unit";"Marine";"Barracks";25;1
"Unit";"Marine";"Barracks";26;1
"Unit";"Marine";"Barracks";26;1
"Unit";"Marine";"Barracks";26;1
"Building";"Bunker";NA;25;0
"Unit";"SCV";"Command Center";27;1
"Building";"Refinery";NA;27;0
"Building";"SupplyDepot";NA;31;0
"Unit";"SCV";"Command Center";31;1
"Unit";"Marine";"Barracks";31;1
"Unit";"Marine";"Barracks";31;1
"Unit";"Marine";"Barracks";31;1
"Unit";"SCV";"Command Center";31;1
"Unit";"Marine";"Barracks";32;1
"Unit";"Marine";"Barracks";32;1
"Unit";"Marine";"Barracks";32;1
"Unit";"SCV";"Command Center";35;1
"Building";"Bunker";NA;32;0
"Building";"Factory";NA;31;0
"Building";"SupplyDepot";NA;36;0
"Unit";"SCV";"Command Center";40;1
"Building";"Factory";NA;35;0
"Unit";"Marine";"Barracks";40;1
"Unit";"Marine";"Barracks";40;1
"Unit";"Marine";"Barracks";40;1
"Building";"SupplyDepot";NA;40;0
"Unit";"SCV";"Command Center";44;1
"Unit";"Marine";"Barracks";41;1
"Unit";"Marine";"Barracks";41;1
"Building";"FactoryReactor";NA;40;0
"Building";"FactoryTechLab";NA;44;0
"Unit";"SCV";"Command Center";47;1
"Unit";"SCV";"Command Center";47;1
"Unit";"Cyclone";"Factory";47;3
"Unit";"Marine";"Barracks";47;1
"Unit";"SCV";"Command Center";49;1
"Unit";"Cyclone";"Factory";53;3
"Building";"CommandCenter";NA;47;0
"Unit";"Cyclone";"Factory";57;3
"Unit";"Cyclone";"Factory";60;3
"Unit";"Cyclone";"Factory";60;3
"Unit";"SCV";"Command Center";60;1
"Building";"CommandCenter";NA;57;0
"Unit";"Hellion";"Factory";67;2
"Unit";"Hellion";"Factory";67;2
"Unit";"SCV";"Command Center";67;1
"Unit";"SCV";"Command Center";67;1
"Building";"SupplyDepot";NA;67;0
"Building";"SupplyDepot";NA;67;0
"Unit";"SCV";"Command Center";72;1
"Building";"EngineeringBay";NA;67;0
"Unit";"SCV";"Command Center";72;1
"Unit";"SCV";"Command Center";73;1
"Unit";"SCV";"Command Center";73;1
"Building";"SupplyDepot";NA;73;0
"Building";"Factory";NA;67;0
"Unit";"SCV";"Command Center";74;1
