"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Building";"Refinery";NA;17;0
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";17;1
"Unit";"Marine";"Barracks";18;1
"Unit";"SCV";"Command Center";20;1
"Unit";"Marine";"Barracks";20;1
"Building";"SupplyDepot";NA;20;0
"Unit";"SCV";"Command Center";20;1
"Unit";"Marine";"Barracks";22;1
"Unit";"SCV";"Command Center";23;1
"Building";"Refinery";NA;22;0
"Unit";"SCV";"Command Center";24;1
"Building";"CommandCenter";NA;19;0
"Building";"Factory";NA;22;0
"Unit";"SCV";"Command Center";25;1
"Building";"BarracksReactor";NA;24;0
"Unit";"SCV";"Command Center";26;1
"Unit";"SCV";"Command Center";27;1
"Unit";"Marine";"Barracks";28;1
"Unit";"Hellion";"Factory";27;2
"Unit";"Hellion";"Factory";27;2
"Unit";"SCV";"Command Center";29;1
"Unit";"SCV";"Command Center";29;1
"Building";"Starport";NA;27;0
"Building";"SupplyDepot";NA;29;0
"Unit";"Marine";"Barracks";29;1
"Unit";"Hellion";"Factory";30;2
"Unit";"Hellion";"Factory";32;2
"Unit";"SCV";"Command Center";41;1
"Unit";"Marine";"Barracks";36;1
"Unit";"SCV";"Command Center";41;1
"Unit";"Medivac";"Starport";36;2
"Unit";"Hellion";"Factory";37;2
"Unit";"Hellion";"Factory";39;2
"Unit";"SCV";"Command Center";41;1
"Unit";"SCV";"Command Center";43;1
"Building";"SupplyDepot";NA;41;0
"Building";"BarracksTechLab";NA;44;0
"Building";"Armory";NA;36;0
"Unit";"SCV";"Command Center";52;1
"Unit";"SCV";"Command Center";52;1
"Building";"SupplyDepot";NA;50;0
"Unit";"SCV";"Command Center";52;1
