"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;15;0
"Unit";"SCV";"Command Center";16;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";17;1
"Unit";"Reaper";"Barracks";19;1
"Building";"Refinery";NA;19;0
"Unit";"SCV";"Command Center";19;1
"Building";"SupplyDepot";NA;19;0
"Unit";"SCV";"Command Center";21;1
"Unit";"SCV";"Command Center";21;1
"Building";"BarracksReactor";NA;21;0
"Building";"Factory";NA;20;0
"Building";"CommandCenter";NA;19;0
"Unit";"SCV";"Command Center";22;1
"Unit";"SCV";"Command Center";23;1
"Unit";"SCV";"Command Center";24;1
"Building";"BarracksTechLab";NA;24;0
"Unit";"Hellion";"Factory";24;2
"Unit";"Hellion";"Factory";25;2
"Unit";"SCV";"Command Center";25;1
"Building";"Starport";NA;24;0
"Unit";"SCV";"Command Center";30;1
"Unit";"SCV";"Command Center";31;1
"Unit";"Hellion";"Factory";28;2
"Unit";"SCV";"Command Center";31;1
"Unit";"Hellion";"Factory";31;2
"Unit";"SCV";"Command Center";32;1
"Building";"Armory";NA;26;0
"Unit";"Hellion";"Factory";35;2
"Unit";"SCV";"Command Center";39;1
"Unit";"SCV";"Command Center";39;1
"Building";"SupplyDepot";NA;38;0
"Unit";"Liberator";"Starport";31;3
"Unit";"SCV";"Command Center";46;1
"Building";"Refinery";NA;46;0
"Building";"Refinery";NA;46;0
"Unit";"SCV";"Command Center";46;1
"Building";"SupplyDepot";NA;46;0
"Building";"Factory";NA;43;0
"Unit";"SCV";"Command Center";47;1
"Building";"StarportReactor";NA;46;0
"Building";"Factory";NA;46;0
"Unit";"Hellion";"Factory";46;2
"Unit";"SCV";"Command Center";48;1
"Unit";"SCV";"Command Center";48;1
"Building";"Factory";NA;46;0
"Unit";"Hellion";"Factory";48;2
"Building";"CommandCenter";NA;41;0
"Unit";"SCV";"Command Center";51;1
"Building";"FactoryTechLab";NA;48;0
"Unit";"SCV";"Command Center";52;1
"Unit";"Hellion";"Factory";49;2
"Building";"FactoryTechLab";NA;52;0
"Unit";"SCV";"Command Center";56;1
"Unit";"Hellion";"Factory";56;2
"Unit";"SCV";"Command Center";62;1
"Unit";"SCV";"Command Center";62;1
"Unit";"SCV";"Command Center";62;1
"Building";"SupplyDepot";NA;62;0
"Building";"SupplyDepot";NA;62;0
"Unit";"SCV";"Command Center";65;1
"Unit";"SCV";"Command Center";65;1
"Building";"Refinery";NA;65;0
"Building";"SupplyDepot";NA;65;0
"Building";"Refinery";NA;65;0
"Unit";"SCV";"Command Center";65;1
"Unit";"SCV";"Command Center";68;1
"Unit";"SCV";"Command Center";68;1
"Unit";"SCV";"Command Center";68;1
"Unit";"SCV";"Command Center";68;1
"Unit";"SCV";"Command Center";69;1
"Unit";"SCV";"Command Center";70;1
"Unit";"SCV";"Command Center";71;1
"Unit";"SCV";"Command Center";72;1
"Unit";"SCV";"Command Center";73;1
"Unit";"Hellion";"Factory";71;2
"Building";"SupplyDepot";NA;74;0
"Unit";"SCV";"Command Center";77;1
"Unit";"SCV";"Command Center";79;1
"Unit";"SCV";"Command Center";79;1
"Upgrade";"TerranVehicleWeaponsLevel1";"Armory";65;0
"Unit";"SCV";"Command Center";82;1
