"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";14;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;15;0
"Unit";"SCV";"Command Center";16;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";17;1
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";19;1
"Building";"SupplyDepot";NA;19;0
"Unit";"SCV";"Command Center";20;1
"Unit";"SCV";"Command Center";22;1
"Unit";"SCV";"Command Center";22;1
"Building";"Factory";NA;21;0
"Building";"CommandCenter";NA;19;0
"Building";"BarracksReactor";NA;22;0
"Unit";"SCV";"Command Center";23;1
"Unit";"SCV";"Command Center";25;1
"Unit";"Hellion";"Factory";25;2
"Unit";"SCV";"Command Center";26;1
"Building";"Starport";NA;25;0
"Building";"BarracksTechLab";NA;26;0
"Unit";"Hellion";"Factory";26;2
"Unit";"SCV";"Command Center";28;1
"Unit";"SCV";"Command Center";29;1
"Unit";"Hellion";"Factory";29;2
"Unit";"SCV";"Command Center";31;1
"Unit";"SCV";"Command Center";32;1
"Building";"CommandCenter";NA;23;0
"Building";"Refinery";NA;29;0
"Unit";"SCV";"Command Center";35;1
"Unit";"SCV";"Command Center";36;1
"Unit";"Hellion";"Factory";35;2
"Unit";"Hellion";"Factory";35;2
"Unit";"SCV";"Command Center";37;1
"Unit";"SCV";"Command Center";39;1
"Building";"SupplyDepot";NA;39;0
"Unit";"SCV";"Command Center";44;1
"Unit";"Hellion";"Factory";39;2
"Unit";"Hellion";"Factory";41;2
"Unit";"SCV";"Command Center";44;1
"Unit";"SCV";"Command Center";45;1
"Unit";"SCV";"Command Center";45;1
"Unit";"SCV";"Command Center";50;1
"Building";"SupplyDepot";NA;46;0
"Unit";"Hellion";"Factory";51;2
"Unit";"Hellion";"Factory";51;2
