"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";14;1
"Building";"SupplyDepot";NA;13;0
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";17;1
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";19;1
"Unit";"SCV";"Command Center";20;1
"Building";"Refinery";NA;19;0
"Unit";"SCV";"Command Center";22;1
"Building";"SupplyDepot";NA;21;0
"Building";"Factory";NA;19;0
"Building";"BarracksReactor";NA;20;0
"Unit";"SCV";"Command Center";23;1
"Building";"CommandCenter";NA;19;0
"Unit";"SCV";"Command Center";24;1
"Unit";"Hellion";"Factory";24;2
"Unit";"Hellion";"Factory";24;2
"Unit";"SCV";"Command Center";29;1
"Unit";"Hellion";"Factory";29;2
"Unit";"Hellion";"Factory";29;2
"Unit";"SCV";"Command Center";29;1
"Building";"Factory";NA;24;0
"Building";"Starport";NA;25;0
"Building";"SupplyDepot";NA;29;0
"Unit";"SCV";"Command Center";30;1
"Unit";"SCV";"Command Center";34;1
"Building";"SupplyDepot";NA;35;0
"Unit";"SCV";"Command Center";37;1
"Unit";"SCV";"Command Center";37;1
"Unit";"Medivac";"Starport";35;2
"Building";"FactoryTechLab";NA;37;0
"Unit";"SCV";"Command Center";37;1
"Unit";"SCV";"Command Center";39;1
"Building";"Armory";NA;30;0
"Unit";"Hellion";"Factory";37;2
"Building";"SupplyDepot";NA;37;0
"Unit";"Hellion";"Factory";37;2
"Unit";"SCV";"Command Center";41;1
"Unit";"SCV";"Command Center";42;1
"Unit";"SCV";"Command Center";47;1
"Unit";"SCV";"Command Center";49;1
"Unit";"SCV";"Command Center";50;1
"Building";"SupplyDepot";NA;50;0
"Building";"SupplyDepot";NA;50;0
"Unit";"SCV";"Command Center";52;1
"Unit";"SCV";"Command Center";52;1
"Unit";"Cyclone";"Factory";52;3
"Building";"Refinery";NA;52;0
"Unit";"Banshee";"Starport";49;3
"Unit";"SCV";"Command Center";52;1
"Unit";"SCV";"Command Center";53;1
"Building";"Refinery";NA;52;0
"Unit";"Cyclone";"Factory";52;3
"Unit";"SCV";"Command Center";60;1
"Unit";"SCV";"Command Center";62;1
"Unit";"Cyclone";"Factory";54;3
"Unit";"Hellion";"Factory";62;2
"Unit";"SCV";"Command Center";65;1
"Unit";"SCV";"Command Center";72;1
"Unit";"SCV";"Command Center";72;1
"Unit";"SCV";"Command Center";73;1
"Unit";"Cyclone";"Factory";73;3
"Unit";"SCV";"Command Center";75;1
"Unit";"SCV";"Command Center";75;1
"Unit";"SCV";"Command Center";79;1
"Unit";"Hellion";"Factory";75;2
"Building";"SupplyDepot";NA;75;0
"Unit";"SCV";"Command Center";80;1
"Unit";"Cyclone";"Factory";79;3
"Unit";"SCV";"Command Center";81;1
"Building";"CommandCenter";NA;65;0
"Unit";"SCV";"Command Center";84;1
"Unit";"SCV";"Command Center";88;1
"Unit";"SCV";"Command Center";89;1
"Unit";"SCV";"Command Center";90;1
"Building";"SupplyDepot";NA;89;0
"Unit";"Banshee";"Starport";81;3
"Unit";"SCV";"Command Center";91;1
"Unit";"Hellion";"Factory";91;2
"Unit";"Hellion";"Factory";91;2
"Unit";"SCV";"Command Center";92;1
"Unit";"SCV";"Command Center";96;1
"Upgrade";"TerranVehicleWeaponsLevel1";"Armory";75;0
"Building";"FactoryReactor";NA;90;0
"Unit";"SCV";"Command Center";101;1
"Unit";"SCV";"Command Center";102;1
"Unit";"SCV";"Command Center";103;1
"Unit";"SCV";"Command Center";103;1
"Unit";"SCV";"Command Center";104;1
"Unit";"Hellion";"Factory";103;2
"Unit";"Hellion";"Factory";103;2
"Unit";"SCV";"Command Center";105;1
"Unit";"SCV";"Command Center";107;1
"Unit";"Hellion";"Factory";105;2
"Unit";"Hellion";"Factory";105;2
"Unit";"SCV";"Command Center";107;1
"Unit";"SCV";"Command Center";112;1
"Unit";"SCV";"Command Center";114;1
"Unit";"Hellion";"Factory";108;2
"Unit";"Raven";"Starport";104;2
"Unit";"SCV";"Command Center";119;1
"Unit";"SCV";"Command Center";125;1
"Unit";"Cyclone";"Factory";125;3
"Unit";"Cyclone";"Factory";125;3
"Unit";"Cyclone";"Factory";125;3
"Unit";"SCV";"Command Center";127;1
"Unit";"SCV";"Command Center";127;1
"Unit";"SCV";"Command Center";127;1
"Unit";"SCV";"Command Center";138;1
"Unit";"SCV";"Command Center";138;1
"Unit";"Cyclone";"Factory";136;3
"Building";"EngineeringBay";NA;127;0
"Building";"Refinery";NA;138;0
"Building";"Refinery";NA;138;0
"Unit";"SCV";"Command Center";140;1
"Unit";"SCV";"Command Center";140;1
"Unit";"Hellion";"Factory";139;2
"Unit";"Hellion";"Factory";139;2
"Unit";"Hellion";"Factory";139;2
"Unit";"SCV";"Command Center";144;1
"Unit";"SCV";"Command Center";144;1
"Building";"Barracks";NA;138;0
"Unit";"SCV";"Command Center";153;1
"Building";"SupplyDepot";NA;153;0
"Building";"Factory";NA;139;0
"Building";"Factory";NA;139;0
"Building";"SupplyDepot";NA;153;0
"Building";"Factory";NA;140;0
"Building";"SupplyDepot";NA;153;0
