"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;15;0
"Unit";"SCV";"Command Center";16;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";17;1
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";19;1
"Building";"Refinery";NA;19;0
"Unit";"SCV";"Command Center";20;1
"Unit";"SCV";"Command Center";21;1
"Building";"SupplyDepot";NA;22;0
"Building";"Factory";NA;21;0
"Building";"CommandCenter";NA;19;0
"Building";"BarracksReactor";NA;22;0
"Unit";"SCV";"Command Center";23;1
"Unit";"SCV";"Command Center";23;1
"Unit";"SCV";"Command Center";24;1
"Building";"BarracksTechLab";NA;25;0
"Unit";"SCV";"Command Center";25;1
"Unit";"SCV";"Command Center";25;1
"Unit";"Cyclone";"Factory";25;3
"Unit";"Cyclone";"Factory";25;3
"Building";"EngineeringBay";NA;25;0
"Unit";"SCV";"Command Center";26;1
"Building";"Bunker";NA;26;0
"Unit";"SCV";"Command Center";34;1
"Unit";"Marine";"Barracks";28;1
"Unit";"SCV";"Command Center";34;1
"Unit";"SCV";"Command Center";35;1
"Unit";"Marine";"Barracks";36;1
"Unit";"SCV";"Command Center";38;1
"Building";"SupplyDepot";NA;36;0
"Unit";"SCV";"Command Center";39;1
"Unit";"SCV";"Command Center";40;1
"Building";"FactoryReactor";NA;35;0
"Unit";"SCV";"Command Center";41;1
"Building";"Barracks";NA;35;0
"Unit";"Marine";"Barracks";41;1
"Building";"Barracks";NA;35;0
"Unit";"SCV";"Command Center";42;1
"Building";"Refinery";NA;41;0
"Building";"SupplyDepot";NA;42;0
"Unit";"SCV";"Command Center";43;1
"Unit";"SCV";"Command Center";45;1
"Building";"Starport";NA;42;0
"Unit";"SCV";"Command Center";47;1
