"type";"unit_name";"on_building";"total_supply_lag"
"Building";"Refinery";NA;15
"Building";"Barracks";NA;16
"Unit";"Reaper";"Barracks";19
"Building";"CommandCenter";NA;20
"Building";"Factory";NA;20
"Building";"BarracksReactor";NA;21
"Building";"Refinery";NA;22
"Building";"Starport";NA;24
"Unit";"Marine";"Barracks";24
"Unit";"Marine";"Barracks";25
"Unit";"Marine";"Barracks";28
"Unit";"Marine";"Barracks";29
"Unit";"Medivac";"Starport";31
"Unit";"Marine";"Barracks";33
"Unit";"Marine";"Barracks";34
"Building";"FactoryTechLab";NA;37
"Unit";"Marine";"Barracks";39
"Unit";"Marine";"Barracks";40
"Building";"EngineeringBay";NA;43
"Unit";"Marine";"Barracks";44
"Unit";"Marine";"Barracks";45
"Unit";"Liberator";"Starport";47
"Unit";"Marine";"Barracks";52
"Unit";"Marine";"Barracks";53
"Building";"MissileTurret";NA;54
"Unit";"Marine";"Barracks";56
"Unit";"Marine";"Barracks";57
"Building";"Barracks";NA;60
"Building";"Barracks";NA;60
"Building";"BarracksTechLab";NA;62
"Building";"Refinery";NA;64
"Building";"Refinery";NA;64
"Unit";"Marine";"Barracks";64
"Building";"StarportReactor";NA;67
"Upgrade";"TerranInfantryWeaponsLevel1";"EngineeringBay";67
"Unit";"Marine";"Barracks";67
"Unit";"Marine";"Barracks";68
"Unit";"Marine";"Barracks";69
"Unit";"Cyclone";"Factory";70
"Unit";"Marine";"Barracks";73
"Unit";"Marine";"Barracks";74
"Unit";"Marine";"Barracks";75
"Unit";"Marine";"Barracks";78
"Unit";"Marine";"Barracks";79
"Unit";"Marine";"Barracks";80
"Building";"MissileTurret";NA;81
"Unit";"Marine";"Barracks";81
"Unit";"Marine";"Barracks";82
"Building";"BarracksTechLab";NA;85
"Building";"BarracksTechLab";NA;85
"Unit";"Marine";"Barracks";89
"Unit";"Marine";"Barracks";90
"Unit";"Marine";"Barracks";91
"Unit";"Marine";"Barracks";94
"Unit";"Marauder";"Barracks";96
"Upgrade";"Stimpack";"TechLab";98
"Building";"FactoryReactor";NA;99
"Building";"StarportReactor";NA;100
"Unit";"Marauder";"Barracks";100
"Building";"Barracks";NA;102
"Building";"Barracks";NA;103
"Unit";"Marauder";"Barracks";105
"Unit";"Marine";"Barracks";107
"Unit";"Marine";"Barracks";108
"Unit";"Marauder";"Barracks";109
"Unit";"Marine";"Barracks";113
"Unit";"Marine";"Barracks";114
"Unit";"Medivac";"Starport";115
"Unit";"Medivac";"Starport";117
"Unit";"Marauder";"Barracks";121
"Unit";"Marauder";"Barracks";123
"Building";"BarracksTechLab";NA;126
"Unit";"Marauder";"Barracks";127
"Unit";"Marine";"Barracks";129
"Unit";"Marine";"Barracks";130
"Unit";"Medivac";"Starport";132
"Unit";"Medivac";"Starport";134
"Unit";"Marine";"Barracks";138
"Unit";"Marine";"Barracks";139
"Unit";"Marine";"Barracks";140
"Unit";"Marauder";"Barracks";141
"Unit";"Marine";"Barracks";143
"Unit";"Marauder";"Barracks";144
"Unit";"Marauder";"Barracks";146
"Unit";"Marauder";"Barracks";148
"Unit";"Marauder";"Barracks";150
"Unit";"Marauder";"Barracks";152
"Unit";"Marine";"Barracks";154
"Unit";"Marine";"Barracks";155
"Unit";"Marine";"Barracks";156
"Unit";"Marine";"Barracks";157
"Unit";"Marauder";"Barracks";158
"Unit";"Marine";"Barracks";160
"Unit";"Marine";"Barracks";161
"Unit";"Marine";"Barracks";162
"Unit";"Marine";"Barracks";163
"Unit";"Marauder";"Barracks";164
"Unit";"Marauder";"Barracks";166
"Upgrade";"SprayTerran";NA;168
"Upgrade";"SprayTerran";NA;168
"Upgrade";"ShieldWall";NA;168
"Upgrade";"PunisherGrenades";NA;168
"Upgrade";"TerranInfantryArmorsLevel1";NA;168
