"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Refinery";NA;15;0
"Building";"Barracks";NA;16;0
"Unit";"Reaper";"Barracks";19;1
"Building";"CommandCenter";NA;20;0
"Building";"Factory";NA;21;0
"Building";"BarracksReactor";NA;21;0
"Building";"Refinery";NA;22;0
"Building";"Starport";NA;24;0
"Unit";"Marine";"Barracks";24;1
"Unit";"Marine";"Barracks";25;1
"Unit";"Marine";"Barracks";27;1
"Unit";"Marine";"Barracks";28;1
"Unit";"Liberator";"Starport";30;3
"Unit";"Marine";"Barracks";34;1
"Unit";"Marine";"Barracks";35;1
"Unit";"Marine";"Barracks";39;1
"Unit";"Marine";"Barracks";40;1
"Building";"Barracks";NA;43;0
"Unit";"Marine";"Barracks";44;1
"Unit";"Marine";"Barracks";45;1
"Building";"FactoryTechLab";NA;47;0
"Building";"Barracks";NA;47;0
"Unit";"Marine";"Barracks";49;1
"Unit";"Marine";"Barracks";50;1
"Building";"EngineeringBay";NA;51;0
"Building";"FactoryTechLab";NA;53;0
"Unit";"Marine";"Barracks";53;1
"Unit";"Marine";"Barracks";54;1
"Unit";"Marine";"Barracks";55;1
"Building";"MissileTurret";NA;60;0
"Building";"FactoryReactor";NA;60;0
"Unit";"Marine";"Barracks";60;1
"Unit";"Marine";"Barracks";61;1
"Unit";"Marine";"Barracks";62;1
"Unit";"Marine";"Barracks";63;1
"Unit";"Marine";"Barracks";66;1
"Unit";"Marine";"Barracks";67;1
"Upgrade";"Stimpack";"TechLab";68;0
"Unit";"Marine";"Barracks";68;1
"Unit";"Marine";"Barracks";71;1
"Upgrade";"TerranInfantryWeaponsLevel1";"EngineeringBay";72;0
"Unit";"Marine";"Barracks";74;1
"Unit";"Marine";"Barracks";75;1
"Unit";"Medivac";"Starport";76;2
"Unit";"Medivac";"Starport";78;2
"Unit";"Marauder";"Barracks";81;2
"Unit";"Marauder";"Barracks";83;2
"Building";"CommandCenter";NA;85;0
"Unit";"Marine";"Barracks";86;1
"Unit";"Marine";"Barracks";87;1
"Building";"MissileTurret";NA;89;0
"Building";"Barracks";NA;90;0
"Building";"Barracks";NA;90;0
"Building";"Refinery";NA;90;0
"Unit";"Marine";"Barracks";91;1
"Unit";"Marine";"Barracks";92;1
"Unit";"Marine";"Barracks";93;1
"Unit";"Marine";"Barracks";94;1
"Building";"FactoryReactor";NA;97;0
"Unit";"Marine";"Barracks";97;1
"Unit";"Marine";"Barracks";98;1
"Unit";"Marine";"Barracks";100;1
"Building";"MissileTurret";NA;101;0
"Building";"Refinery";NA;101;0
"Unit";"Marine";"Barracks";102;1
"Unit";"Marauder";"Barracks";103;2
"Unit";"Marine";"Barracks";105;1
"Upgrade";"SprayTerran";NA;108;0
"Upgrade";"SprayTerran";NA;108;0
"Upgrade";"SprayTerran";NA;108;0
"Upgrade";"ShieldWall";NA;108;0
"Upgrade";"SprayTerran";NA;108;0
