"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Unit";"SCV";"Command Center";18;1
"Building";"Barracks";NA;15;0
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";19;1
"Unit";"SCV";"Command Center";20;1
"Building";"Refinery";NA;20;0
"Unit";"SCV";"Command Center";21;1
"Building";"SupplyDepot";NA;21;0
"Building";"Factory";NA;19;0
"Building";"BarracksReactor";NA;20;0
"Unit";"SCV";"Command Center";23;1
"Unit";"SCV";"Command Center";24;1
"Building";"Starport";NA;23;0
"Unit";"Marine";"Barracks";24;1
"Unit";"Hellion";"Factory";25;2
"Unit";"SCV";"Command Center";26;1
"Unit";"Medivac";"Starport";25;2
"Unit";"Hellion";"Factory";26;2
"Unit";"Hellion";"Factory";26;2
"Unit";"SCV";"Command Center";35;1
"Building";"StarportTechLab";NA;35;0
"Building";"CommandCenter";NA;19;0
"Unit";"Hellion";"Factory";35;2
"Unit";"Hellion";"Factory";35;2
"Unit";"SCV";"Command Center";35;1
"Building";"SupplyDepot";NA;35;0
"Unit";"SCV";"Command Center";40;1
"Unit";"SCV";"Command Center";41;1
"Unit";"SCV";"Command Center";42;1
"Unit";"SCV";"Command Center";43;1
"Building";"Armory";NA;36;0
"Unit";"Hellion";"Factory";42;2
"Unit";"Hellion";"Factory";42;2
"Unit";"SCV";"Command Center";43;1
"Unit";"SCV";"Command Center";44;1
"Unit";"SCV";"Command Center";49;1
"Unit";"Banshee";"Starport";42;3
"Unit";"SCV";"Command Center";50;1
"Unit";"Hellion";"Factory";50;2
"Unit";"Hellion";"Factory";50;2
"Unit";"SCV";"Command Center";51;1
"Unit";"SCV";"Command Center";55;1
"Building";"SupplyDepot";NA;55;0
"Unit";"SCV";"Command Center";60;1
"Building";"SupplyDepot";NA;56;0
"Unit";"SCV";"Command Center";61;1
"Unit";"SCV";"Command Center";62;1
"Unit";"SCV";"Command Center";64;1
"Unit";"Cyclone";"Factory";62;3
"Building";"SupplyDepot";NA;64;0
"Building";"SupplyDepot";NA;64;0
"Unit";"SCV";"Command Center";65;1
"Unit";"Cyclone";"Factory";64;3
"Building";"Refinery";NA;64;0
"Building";"Refinery";NA;65;0
"Unit";"SCV";"Command Center";69;1
"Unit";"SCV";"Command Center";73;1
"Building";"SupplyDepot";NA;69;0
"Unit";"SCV";"Command Center";74;1
"Unit";"Banshee";"Starport";65;3
"Unit";"SCV";"Command Center";74;1
"Unit";"SCV";"Command Center";76;1
"Unit";"SCV";"Command Center";79;1
"Building";"SupplyDepot";NA;76;0
"Building";"SupplyDepot";NA;76;0
"Unit";"SCV";"Command Center";80;1
"Unit";"Cyclone";"Factory";80;3
"Upgrade";"TerranVehicleWeaponsLevel1";"Armory";64;0
"Unit";"SCV";"Command Center";82;1
"Unit";"Cyclone";"Factory";81;3
"Unit";"SCV";"Command Center";83;1
"Unit";"SCV";"Command Center";86;1
"Unit";"SCV";"Command Center";90;1
"Building";"Factory";NA;81;0
"Unit";"SCV";"Command Center";91;1
"Unit";"Raven";"Starport";81;2
"Unit";"SCV";"Command Center";92;1
"Building";"CommandCenter";NA;76;0
"Unit";"SCV";"Command Center";93;1
"Unit";"Cyclone";"Factory";92;3
"Unit";"SCV";"Command Center";96;1
"Unit";"SCV";"Command Center";97;1
"Unit";"Cyclone";"Factory";96;3
"Building";"Armory";NA;91;0
"Unit";"SCV";"Command Center";101;1
"Unit";"SCV";"Command Center";102;1
"Unit";"Hellion";"Factory";101;2
"Unit";"Hellion";"Factory";101;2
"Unit";"SCV";"Command Center";106;1
"Unit";"SCV";"Command Center";107;1
"Unit";"SCV";"Command Center";112;1
"Unit";"SCV";"Command Center";113;1
"Building";"FactoryTechLab";NA;113;0
"Building";"Refinery";NA;112;0
"Unit";"Raven";"Starport";103;2
"Building";"Refinery";NA;113;0
"Unit";"SCV";"Command Center";114;1
"Building";"Factory";NA;103;0
"Unit";"SCV";"Command Center";116;1
"Building";"Factory";NA;106;0
"Unit";"SCV";"Command Center";118;1
"Unit";"Cyclone";"Factory";116;3
"Unit";"Cyclone";"Factory";116;3
"Building";"FactoryTechLab";NA;120;0
"Unit";"SCV";"Command Center";127;1
