"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;15;0
"Unit";"SCV";"Command Center";16;1
"Building";"Barracks";NA;15;0
"Unit";"SCV";"Command Center";17;1
"Unit";"Reaper";"Barracks";19;1
"Unit";"SCV";"Command Center";19;1
"Building";"SupplyDepot";NA;19;0
"Unit";"SCV";"Command Center";20;1
"Building";"Refinery";NA;21;0
"Unit";"SCV";"Command Center";21;1
"Building";"BarracksReactor";NA;20;0
"Unit";"SCV";"Command Center";22;1
"Building";"CommandCenter";NA;19;0
"Unit";"SCV";"Command Center";23;1
"Unit";"Marine";"Barracks";23;1
"Unit";"Marine";"Barracks";23;1
"Unit";"SCV";"Command Center";24;1
"Building";"Factory";NA;22;0
"Unit";"SCV";"Command Center";27;1
"Unit";"SCV";"Command Center";28;1
"Unit";"SCV";"Command Center";29;1
"Unit";"Cyclone";"Factory";29;3
"Unit";"Cyclone";"Factory";29;3
"Building";"BarracksTechLab";NA;30;0
"Unit";"SCV";"Command Center";30;1
"Unit";"SCV";"Command Center";31;1
"Building";"Starport";NA;29;0
"Building";"SupplyDepot";NA;30;0
"Unit";"SCV";"Command Center";37;1
"Unit";"SCV";"Command Center";38;1
"Unit";"Hellion";"Factory";37;2
"Unit";"Hellion";"Factory";37;2
"Unit";"SCV";"Command Center";39;1
"Unit";"SCV";"Command Center";40;1
"Building";"SupplyDepot";NA;39;0
"Unit";"SCV";"Command Center";45;1
"Unit";"Hellion";"Factory";41;2
"Unit";"Hellion";"Factory";43;2
"Unit";"SCV";"Command Center";46;1
"Unit";"SCV";"Command Center";47;1
"Building";"SupplyDepot";NA;47;0
"Unit";"SCV";"Command Center";52;1
"Unit";"Banshee";"Starport";40;3
"Building";"SupplyDepot";NA;53;0
