"type";"unit_name";"on_building";"total_supply_lag";"supply"
"Building";"Pylon";NA;14;0
"Building";"Gateway";NA;16;0
"Building";"Assimilator";NA;16;0
"Building";"Nexus";NA;19;0
"Building";"CyberneticsCore";NA;19;0
"Building";"Assimilator";NA;20;0
"Building";"Pylon";NA;21;0
"Unit";"Adept";"Gateway";22;2
"Building";"Stargate";NA;26;0
"Unit";"Adept";"Gateway";26;2
"Unit";"Adept";"Gateway";33;2
"Unit";"Oracle";"Stargate";37;3
"Building";"Pylon";NA;44;0
"Building";"Gateway";NA;45;0
"Building";"Gateway";NA;45;0
"Building";"Pylon";NA;47;0
"Unit";"Oracle";"Stargate";48;3
"Building";"Nexus";NA;53;0
"Building";"Pylon";NA;55;0
"Building";"Assimilator";NA;55;0
"Building";"Assimilator";NA;56;0
"Unit";"Phoenix";"Stargate";57;2
"Building";"TwilightCouncil";NA;62;0
"Building";"Forge";NA;63;0
"Building";"Pylon";NA;63;0
"Unit";"Phoenix";"Stargate";63;2
"Unit";"Phoenix";"Stargate";70;2
"Unit";"Sentry";"Gateway";75;2
"Unit";"Sentry";"Gateway";77;2
"Unit";"Adept";"Gateway";79;2
"Building";"Gateway";NA;82;0
"Building";"Gateway";NA;82;0
"Unit";"Phoenix";"Stargate";82;2
"Building";"Gateway";NA;84;0
"Upgrade";"ProtossGroundWeaponsLevel1";"Forge";84;0
"Building";"Gateway";NA;84;0
"Building";"Gateway";NA;84;0
"Unit";"Adept";"Gateway";87;2
"Unit";"Adept";"Gateway";89;2
"Building";"Pylon";NA;91;0
"Unit";"Phoenix";"Stargate";91;2
"Building";"RoboticsFacility";NA;94;0
"Building";"PhotonCannon";NA;94;0
"Unit";"Phoenix";"Stargate";95;2
"Unit";"Adept";"Gateway";99;2
"Unit";"Adept";"Gateway";101;2
"Unit";"Adept";"Gateway";103;2
"Building";"PhotonCannon";NA;107;0
"Unit";"Observer";"Robotics Facility";108;1
"Unit";"Adept";"Gateway";109;2
"Unit";"Adept";"Gateway";111;2
"Unit";"Adept";"Gateway";113;2
"Building";"Pylon";NA;116;0
"Building";"Assimilator";NA;116;0
"Building";"Pylon";NA;116;0
"Building";"Assimilator";NA;116;0
"Building";"Pylon";NA;116;0
"Building";"Pylon";NA;116;0
"Unit";"Adept";"Gateway";117;2
"Unit";"Adept";"Gateway";119;2
"Unit";"Adept";"Gateway";121;2
"Unit";"Adept";"Gateway";123;2
"Unit";"Adept";"Gateway";125;2
"Unit";"Adept";"Gateway";127;2
"Unit";"Observer";"Robotics Facility";129;1
"Unit";"Adept";"Gateway";130;2
"Unit";"Adept";"Gateway";132;2
"Building";"Pylon";NA;134;0
"Unit";"Adept";"Gateway";134;2
"Unit";"Adept";"Gateway";136;2
"Unit";"Adept";"Gateway";138;2
"Unit";"Adept";"Gateway";140;2
"Unit";"Adept";"Gateway";142;2
"Unit";"Adept";"Gateway";144;2
"Building";"Pylon";NA;146;0
"Building";"RoboticsBay";NA;147;0
"Building";"RoboticsFacility";NA;148;0
"Building";"Pylon";NA;149;0
"Unit";"Stalker";"Gateway";150;2
"Unit";"Stalker";"Gateway";152;2
"Unit";"Stalker";"Gateway";154;2
"Building";"Nexus";NA;156;0
"Building";"Pylon";NA;156;0
"Unit";"Stalker";"Gateway";156;2
"Unit";"Stalker";"Gateway";158;2
"Building";"Forge";NA;160;0
"Building";"Pylon";NA;160;0
"Unit";"Adept";"Gateway";160;2
"Unit";"Stalker";"Gateway";162;2
"Unit";"Stalker";"Gateway";164;2
"Unit";"Stalker";"Gateway";166;2
"Unit";"Colossus";"Robotics Facility";168;6
"Unit";"Disruptor";"Robotics Facility";174;3
"Unit";"Adept";"Gateway";177;2
"Upgrade";"ProtossGroundWeaponsLevel2";"Forge";179;0
"Unit";"Stalker";"Gateway";179;2
"Unit";"Stalker";"Gateway";181;2
"Unit";"Adept";"Gateway";184;2
"Unit";"Adept";"Gateway";186;2
"Unit";"Adept";"Gateway";188;2
"Unit";"Adept";"Gateway";190;2
"Unit";"Adept";"Gateway";192;2
"Unit";"Colossus";"Robotics Facility";194;6
"Unit";"Colossus";"Robotics Facility";200;6
"Building";"Assimilator";NA;207;0
"Building";"PhotonCannon";NA;207;0
"Building";"PhotonCannon";NA;207;0
"Building";"Pylon";NA;207;0
"Unit";"Adept";"Gateway";207;2
"Unit";"Adept";"Gateway";209;2
"Unit";"Zealot";"Gateway";211;2
"Unit";"Zealot";"Gateway";213;2
"Upgrade";"ExtendedThermalLance";"RoboticsBay";215;0
"Unit";"Adept";"Gateway";215;2
"Unit";"Adept";"Gateway";217;2
"Unit";"Adept";"Gateway";219;2
"Unit";"Adept";"Gateway";221;2
"Unit";"Adept";"Gateway";223;2
"Unit";"Adept";"Gateway";225;2
"Unit";"Adept";"Gateway";227;2
"Unit";"Adept";"Gateway";229;2
"Building";"DarkShrine";NA;232;0
"Building";"Pylon";NA;232;0
"Building";"Pylon";NA;232;0
"Building";"Pylon";NA;232;0
"Building";"Pylon";NA;232;0
"Building";"Pylon";NA;232;0
"Unit";"Adept";"Gateway";232;2
"Unit";"Adept";"Gateway";234;2
"Unit";"Adept";"Gateway";236;2
"Unit";"Adept";"Gateway";238;2
"Unit";"Adept";"Gateway";240;2
"Unit";"Adept";"Gateway";242;2
"Unit";"Stalker";"Gateway";244;2
"Unit";"Adept";"Gateway";246;2
"Unit";"Adept";"Gateway";248;2
"Building";"Gateway";NA;250;0
"Building";"Gateway";NA;252;0
"Building";"Gateway";NA;252;0
"Unit";"Colossus";"Robotics Facility";253;6
"Unit";"Colossus";"Robotics Facility";259;6
"Building";"DarkTemplar";NA;265;0
"Building";"DarkTemplar";NA;265;0
"Building";"DarkTemplar";NA;265;0
"Building";"FleetBeacon";NA;267;0
"Building";"Forge";NA;267;0
"Building";"Nexus";NA;267;0
"Unit";"Stalker";"Gateway";267;2
"Unit";"Stalker";"Gateway";269;2
"Unit";"Stalker";"Gateway";271;2
"Building";"Pylon";NA;273;0
"Building";"Gateway";NA;273;0
"Building";"Gateway";NA;273;0
"Building";"Pylon";NA;273;0
"Building";"Pylon";NA;273;0
