"type";"unit_name";"on_building";"total_supply_lag"
"Building";"Pylon";NA;14
"Building";"Gateway";NA;16
"Building";"Assimilator";NA;16
"Building";"Nexus";NA;19
"Building";"CyberneticsCore";NA;19
"Building";"Assimilator";NA;20
"Building";"Pylon";NA;22
"Unit";"Adept";"Gateway";23
"Building";"RoboticsFacility";NA;26
"Building";"TwilightCouncil";NA;30
"Building";"DarkShrine";NA;36
"Building";"Gateway";NA;36
"Building";"Gateway";NA;38
"Building";"Pylon";NA;39
"Building";"Pylon";NA;41
"Building";"Assimilator";NA;41
"Building";"Assimilator";NA;42
"Unit";"Observer";"Robotics Facility";43
"Building";"Pylon";NA;46
"Building";"DarkTemplar";NA;48
"Building";"DarkTemplar";NA;48
"Building";"DarkTemplar";NA;48
"Building";"Nexus";NA;54
"Building";"Pylon";NA;54
"Unit";"Immortal";"Robotics Facility";55
"Building";"Forge";NA;60
"Unit";"Sentry";"Gateway";61
"Building";"Gateway";NA;63
"Building";"Pylon";NA;63
"Building";"Gateway";NA;65
"Building";"Gateway";NA;67
"Unit";"Immortal";"Robotics Facility";67
"Building";"Gateway";NA;71
"Unit";"Sentry";"Gateway";72
"Unit";"Sentry";"Gateway";74
"Upgrade";"ProtossGroundWeaponsLevel1";"Forge";76
"Building";"DarkTemplar";NA;76
"Building";"Gateway";NA;79
"Unit";"Immortal";"Robotics Facility";79
"Building";"Pylon";NA;84
"Building";"Pylon";NA;84
"Unit";"Stalker";"Gateway";84
"Unit";"Stalker";"Gateway";86
"Unit";"Stalker";"Gateway";88
"Unit";"Stalker";"Gateway";90
"Unit";"Stalker";"Gateway";92
"Unit";"Stalker";"Gateway";94
"Unit";"Adept";"Gateway";96
"Building";"Pylon";NA;98
"Unit";"Observer";"Robotics Facility";98
"Building";"Pylon";NA;99
"Building";"Pylon";NA;99
"Building";"Pylon";NA;99
"Unit";"Adept";"Gateway";99
"Unit";"Adept";"Gateway";101
"Unit";"Adept";"Gateway";103
"Unit";"Adept";"Gateway";105
"Unit";"Adept";"Gateway";107
"Unit";"Adept";"Gateway";109
"Unit";"Stalker";"Gateway";111
"Unit";"Stalker";"Gateway";113
"Building";"Pylon";NA;115
"Unit";"Phoenix";"Stargate";115
"Unit";"Adept";"Gateway";117
"Unit";"Adept";"Gateway";119
"Unit";"Adept";"Gateway";121
"Unit";"Adept";"Gateway";123
"Unit";"Adept";"Gateway";125
"Unit";"Adept";"Gateway";127
"Building";"PhotonCannon";NA;129
"Building";"Pylon";NA;129
"Unit";"Adept";"Gateway";129
"Unit";"Adept";"Gateway";131
"Unit";"Observer";"Robotics Facility";135
"Building";"Assimilator";NA;136
"Building";"Assimilator";NA;136
"Unit";"Adept";"Gateway";136
"Unit";"Adept";"Gateway";138
"Unit";"Adept";"Gateway";140
"Unit";"Adept";"Gateway";142
"Unit";"Adept";"Gateway";144
"Unit";"Adept";"Gateway";146
"Unit";"Adept";"Gateway";148
"Unit";"Adept";"Gateway";150
"Upgrade";"SprayProtoss";NA;152
"Upgrade";"SprayProtoss";NA;152
"Upgrade";"WarpGateResearch";NA;152
"Upgrade";"SprayProtoss";NA;152
"Upgrade";"SprayProtoss";NA;152
"Upgrade";"BlinkTech";NA;152
